tf	target	mor	likelihood	state
1	ATF2	ATP1B2	-0.141303377714447	1	inhibition
2	ATF3	RTN4R	0.254412806558621	1	activation
3	ATF3	GPATCH2	-3.56483245835206e-05	1	inhibition
4	BATF	B3GNT8	-0.000503269881015203	1	inhibition
5	BCLAF1	NACA	-0.00557295621678737	1	inhibition
6	BRF1	CRHBP	0.998208682398251	1	activation
7	CBX2	KCNN4	0.946428740880068	1	activation
8	CBX3	ZNF562	0.353512880273408	1	activation
9	CBX8	SEH1L	-0.952693165282401	1	inhibition
10	CEBPZ	EEF1D	-1.07156272029921e-05	1	inhibition
11	CHD1	HCRTR1	0.288667013973855	1	activation
12	CHD7	FAM161A	-0.920646027214044	1	inhibition
13	CREB1	CPNE1	0.67176579498318	1	activation
14	E2F4	WNT2B	-3.16869533090967e-05	1	inhibition
15	E2F6	AGR2	0.364013102249481	1	activation
16	E2F6	ZNF107	0.80053580755446	1	activation
17	E2F6	CXXC5	0.748783209976975	1	activation
18	ELF1	ANGPTL4	0.981723927063698	1	activation
19	ELK4	ADAMTS4	-0.0175767077767864	1	inhibition
20	ELK4	AIM2	0.499151356391133	1	activation
21	EP300	FOXP3	0.465434211421994	1	activation
22	ESRRA	MKRN3	-7.03442952496902e-06	1	inhibition
23	FLI1	FLNB	0.275815625550328	1	activation
24	FLI1	B4GALT5	0.161267891671315	1	activation
25	FOS	LPL	0.88810072534328	1	activation
26	FOXM1	RPL3	0.885338598148572	1	activation
27	FOXP2	SRBD1	-0.576129355747159	1	inhibition
28	FOXP2	PRR12	-0.000329320689318293	1	inhibition
29	FOXP2	SNORD24	-0.00145753648476353	1	inhibition
30	FOXP2	FZD7	-0.752027944116203	1	inhibition
31	GATA1	PAGE2B	0.998054746789645	1	activation
32	GATA1	ARHGAP42	-0.888226389911487	1	inhibition
33	GATA3	TRIB2	0.2712248017974	1	activation
34	GATA3	NEU4	-0.774360751219953	1	inhibition
35	GTF3C2	TAOK2	0.429144313062142	1	activation
36	HDAC6	GJB6	-0.942923849547091	1	inhibition
37	HDAC6	GALNT4	-0.000238280977099539	1	inhibition
38	HMGN3	FSTL3	-0.570444505640768	1	inhibition
39	HMGN3	ZNF420	0.979564273437829	1	activation
40	IRF4	ARHGAP42	0.162069446098221	1	activation
41	JUN	ZNF496	-0.00126732482847274	1	inhibition
42	JUN	ZDHHC3	-1.09821117159464e-05	1	inhibition
43	KAT2A	SNORD116-13	0.972912344418541	1	activation
44	KAT2A	KCNH4	0.241434113391418	1	activation
45	KAT2B	FCN2	0.221766232969724	1	activation
46	KAT2B	FBN2	0.26554940484525	1	activation
47	KDM1A	PLIN1	-0.0266146554032248	1	inhibition
48	KDM5A	DNAH3	0.81002542238395	1	activation
49	KDM5A	MMP23A	0.926880319391191	1	activation
50	MAX	NAALADL1	-0.22943969137843	1	inhibition
51	MAX	GPC1	0.0955849811840657	1	activation
