Regulator	Target	MI	pvalue
MYOD1	LOC100130522	1.1896817179062322	0.0
ZKSCAN1	PRSS12	1.1244023759209587	0.0
ZKSCAN1	PRSS41	1.0415518661373824	0.009991633147180323
SIN3A	LOC145837	1.0493602749813409	0.0
SIN3A	LOC145820	1.1086583854168277	0.0
ZKSCAN1	PRSS55	1.1012883482175744	0.0
FOXA2	PWWP2A	1.110454436527077	0.0
FOXA2	PWWP2B	1.0667364349124018	0.0
MYOD1	TMEFF1	1.170063937838715	0.0
MBD4	LOC100128977	1.2204946645603225	0.0
HMGN3	PKN2	1.050632125239309	2.132500770102297E-5
MBD4	RLBP1	1.2268530837376515	0.0
SIN3A	LOC145845	1.0799416775769488	0.0
SPI1	ZNF813	1.1791127217945332	0.0
HNF4G	MYH10	1.1420299000066627	8.617399984700569E-7
POLR3A	PATE2	1.0817599909852926	3.2203150368559363E-8
POLR3A	PATE4	1.0675305135035797	0.009991633147180323
MBD4	HIST1H4G	1.194873593780744	0.0
POLR3A	PATE1	1.0881110480551652	4.839387528683403E-4
POLR3A	SNAR-A2	1.0666022139083098	2.132500770102297E-5
POLR3A	SNAR-A3	1.068019825430239	4.839387528683403E-4
POLR3A	SNAR-A4	1.0666022139083098	2.132500770102297E-5
POLR3A	SNAR-B2	1.0666022139083098	2.132500770102297E-5
HNF4G	PDE11A	1.168486852519407	0.0
POLR3A	SNAR-C2	1.0314058079266486	4.839387528683403E-4
POLR3A	SNAR-C3	1.068019825430239	4.839387528683403E-4
POLR3A	SNAR-C4	1.0707791843367807	8.617399984700569E-7
MBD4	GABRP	1.2389481014310175	0.0
MBD4	GABRQ	1.2114389523549343	0.0
POLR3A	SNAR-G1	1.068019825430239	4.839387528683403E-4
POLR3A	SNAR-G2	1.0707791843367807	8.617399984700569E-7
ZKSCAN1	RNU6ATAC	1.0660483827121414	0.0
HNF4G	SNORD30	1.1786913270832213	0.0
HNF4G	SNORD33	1.103903743723305	8.617399984700569E-7
HNF4G	SNORD24	1.120321880649638	0.0
HNF4G	SNORD25	1.1540686945654515	0.0
HNF4G	SNORD27	1.1249055393387757	0.0
HNF4G	SNORD28	1.1533054075856275	0.0
HNF4G	SNORD29	1.14426343509702	0.0
HNF4G	DIO3OS	1.140556341195301	0.0
HNF4G	SNORD75	1.1491205541821787	0.0
HNF4G	SNORD78	1.1340521372134844	0.0
MBD4	CSPG5	1.2395416249971039	0.0
HNF4G	SNORD51	1.1409228150964217	0.0
HNF4G	SNORD52	1.1742408410032226	0.0
HNF4G	SNORD4B	1.1786913270832213	0.0
HNF4G	SNORD48	1.1403321427106687	0.0
BRCA1	CKS1B	0.9742923984763687	0.009991633147180323
CCNT2	ZBTB7B	0.9847515870448158	0.009991633147180323
FOXA2	CXXC1	1.0653912892310573	0.0
SPI1	SDCBP2	1.2246998907138804	0.0
IKZF1	PITPNM1	1.098317794138596	0.0
ZEB1	SRD5A3	1.0575860503396952	8.617399984700569E-7
SREBF2	ZNF417	0.9192388845063331	0.009991633147180323
CCNT2	ZBTB10	1.0082450911253222	0.009991633147180323
ARID3A	ANKRD19	1.048821504683008	4.839387528683403E-4
SPI1	WFDC12	1.2132436510925446	0.0
SPI1	WFDC13	1.1575920943575615	0.0
POLR3A	FAM41AY1	1.0666022139083098	2.132500770102297E-5
ZEB1	DPPA2	1.0783672567254547	0.009991633147180323
HNF4G	SNORD97	1.128667452260446	0.0
HNF4G	SNORD82	1.1595155171760865	0.0
HNF4G	SNORD86	1.1328774144948182	0.0
SIN3A	TSPAN32	1.1222783336502458	0.0
ELK1	QTRTD1	0.9774382809220108	0.009991633147180323
SIN3A	TOP3A	1.102230465843403	0.0
SPI1	GK3P	1.2511044212747124	0.0
MBD4	CSMD3	1.096067859014847	0.0
SIN3A	CACNG2	1.1156172559348014	0.0
SIN3A	CACNG3	1.037880566531605	3.2203150368559363E-8
SIN3A	CACNG5	0.997911407494378	0.0
SIN3A	CACNG7	1.028400895592641	0.0
NFYA	GOT1	1.0034119728070388	0.009991633147180323
FOXA2	APOC1	1.0539655504072865	2.132500770102297E-5
TCF3	ODF1	1.126912690522207	0.0
TCF3	ODF3	1.0708460878081358	0.0
MBD4	LOC29034	1.2411006279839407	0.0
NR2F2	HMGCL	1.185504222045819	1.222904444375672E-9
FOXA2	FBP2	1.0499688414556083	0.0
E2F6	CCDC47	1.0630939618961175	0.009991633147180323
HNF4G	KPRP	1.1271484673908176	2.132500770102297E-5
MYOG	FMN2	1.080426337723417	0.009991633147180323
FOXA2	FBN3	1.0442756535019597	0.0
FOXA2	APOA4	1.053202963657146	0.0
MBD4	LOC100128788	1.0763996147905799	0.0
BDP1	VAMP7	1.003276515823916	2.132500770102297E-5
SPI1	GJD2	1.2390123211709103	0.0
SPI1	GJB1	1.2028956018337191	0.0
SPI1	GJA1	1.1469296063220853	0.0
SPI1	GJA5	1.1315603296120091	0.0
SPI1	GJA8	1.238354577864931	0.0
POLR3A	SVOP	1.0707791843367807	8.617399984700569E-7
MBD4	LOC100128822	1.0866560686130537	0.0
MBD4	LOC100128811	1.2171705158324637	0.0
CHD2	TICAM1	0.9581913564464163	8.617399984700569E-7
FOXA2	APOL5	1.051343345688086	0.0
REST	MBD3L5	1.2643320280906265	4.839387528683403E-4
ZKSCAN1	MRPL53	1.122780025635354	0.0
