ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	eigenvalue	Page_Rank	degree	closenessness	betweenness	size	nes	pval	pval.fdr
1	ACR	1.57547647032115	-1.81929329048031	1.74620704454115	0.0871730719168232	0.933996942162892	-4.19599138238178	-38.5673995687137	-4.13343532930282	2	0.25	2	0	0	1	1
2	AHNAK2	0.762162894502435	12.1811420046341	2.15211484582119	0.0364469597176436	0.843121272319028	-3.61062302078067	-42.7594044211591	-4.39444915467244	1	1	0	0	0	1	1
3	AHRR	0.750104675556772	6.39988819472782	1.7926247834107	0.079336572921244	0.919822149704377	-4.13420392690366	-43.0275999703579	-4.39444915467244	1	1	0	11	0.0308034871177012	0.975426259423364	0.990853753352919
4	AMOTL1	0.827574621842875	2.20161060868605	1.9204768207473	0.0607499316507672	0.893849929559106	-3.95698268324406	-43.0275999703579	-4.76017393413109	1	0.2	0	0	0	1	1
5	ANGPTL4	1.46937820606154	-0.705021840811537	2.11317587200239	0.039811299039178	0.855045079949143	-3.67105056572027	-43.0275999703579	-4.76017393413109	1	0.2	0	0	0	1	1
6	ASCL3	2.25519354658385	-4.32198874509804	2.73985345750003	0.00860426943148188	0.633252650030837	-2.60007275513104	-43.0275999703579	-4.39444915467244	1	1	0	4	0.376633394397643	0.706446067102246	0.977581089556162
7	ASPHD2	1.83985510111801	-3.28376617568627	2.76633394829579	0.00802527520579727	0.633252650030837	-2.5505444497912	-43.0275999703579	-4.65546298004206	1	0.333333333333333	0	0	0	1	1
8	ATG10	0.950815781987577	2.63334809215686	3.13848437311356	0.00290224320636002	0.524780201551539	-1.82290671275388	-43.0275999703579	-4.76017393413109	1	0.2	0	0	0	1	1
9	BCL6B	-1.21986387453416	5.99676248235294	-2.11332341918628	0.0397980541924616	0.855045079949143	-3.67082324049885	-43.0275999703579	-4.74862096839305	1	0.166666666666667	0	16	-1.77878010054487	0.0752758208779556	0.977581089556162
10	C15orf62	1.23621814798758	0.529314310156863	2.08741161212849	0.0421840240800928	0.857199360511922	-3.71055205018942	-43.0275999703579	-4.65546298004206	1	0.333333333333333	0	0	0	1	1
11	C1R	1.25822219645963	-1.92293945882353	1.95549704942603	0.056359871621251	0.885864894019235	-3.90667408753718	-43.0275999703579	-4.39444915467244	1	1	0	0	0	1	1
12	CACNG1	1.87420950931677	-4.25068433333333	2.3261342845315	0.0242818509945739	0.800447527885467	-3.33016325341127	-43.0275999703579	-4.65546298004206	1	0.333333333333333	0	0	0	1	1
13	CMTM5	-2.61214795341615	-2.74798084705882	-1.91319102398336	0.0616991168328869	0.893849929559106	-3.96735486145688	-43.0275999703579	-4.39444915467244	1	1	0	0	0	1	1
14	CNTF	-1.3612770931677	-6.50338715686275	-1.89927628073839	0.0635471218282361	0.90037956354355	-3.98707336874265	-43.0275999703579	-4.76017393413109	1	0.2	0	0	0	1	1
15	CRB1	1.69163788409938	-1.63372480352941	1.78901407330869	0.0799242062202647	0.921693458097361	-4.13905960550961	-43.0275999703579	-4.39444915467244	1	1	0	0	0	1	1
16	CRYBG3	1.74496643416149	2.34131350392157	2.58397172604069	0.0128660600900271	0.698170964462	-2.88504997995634	-35.950889409712	-4.97825725807042	1	0.2	0	0	0	1	1
17	DLK1	3.41810454347826	-3.3373204	1.88366571187288	0.0656762810118842	0.906851180870868	-4.00905272838699	-43.0275999703579	-4.39444915467244	1	1	0	0	0	1	1
18	DPF1	1.89175493565217	-2.15892732901961	2.34196200915351	0.0233797601204836	0.795790628389447	-3.30383268017538	-43.0275999703579	-4.39444915467244	1	1	0	9	0.728426939164522	0.466352277519534	0.977581089556162
19	DRP2	1.88497824248447	-1.98792189019608	2.86170821203438	0.00622527466499815	0.616286209547764	-2.36957771666476	-43.0275999703579	-4.65546298004206	1	0.333333333333333	0	0	0	1	1
20	ESAM	-1.63372650701863	1.16966612568627	-1.75927215123927	0.0849047336266221	0.932799687601434	-4.17873983952126	-37.3444700839068	-4.96801311907185	1	0.333333333333333	0	0	0	1	1
21	ETV3	-2.04914437267081	-5.75413645098039	-2.74246205158912	0.00854556774570161	0.633252650030837	-2.59520780181009	-43.0275999703579	-4.39444915467244	1	1	0	11	-2.29259388205461	0.0218713969367204	0.977581089556162
22	EYS	0.990852012422361	3.2035327254902	3.23374140372615	0.00221298614698445	0.515826952806193	-1.62791413551154	-43.0275999703579	-4.76017393413109	1	0.2	0	0	0	1	1
23	FAM161A	1.18794565465839	1.86771818235294	2.80020329541948	0.00733715278272064	0.633252650030837	-2.48673799074589	-34.6983307251234	-4.98558386039749	1	0.0833333333333333	0	0	0	1	1
24	FAM90A1	1.52403866273292	1.89778666078431	1.9394326534167	0.0583386769669776	0.892272904516358	-3.9298444393895	-43.0275999703579	-4.76017393413109	1	0.2	0	0	0	1	1
25	FOXH1	2.1413423447205	-2.87120548039216	3.57455255046607	0.000811976754028388	0.458038707847724	-0.905038701116343	-36.7111570994338	-4.41769011871189	2	0.333333333333333	0	8	1.34582382267156	0.178359340666019	0.977581089556162
26	FOXI1	1.68918982360248	-2.83600555686274	1.86894985211987	0.0677386488602542	0.907195610205929	-4.02963398624568	-38.523686936278	-4.01638302075239	2	0.5	1	22	1.8449392920899	0.0650463701232823	0.977581089556162
27	FOXP3	0.928512581987578	1.64972876470588	1.7687108738985	0.0832968132409697	0.92958881022784	-4.16620846130622	-43.0275999703579	-4.39444915467244	1	1	0	30	0.792428325194378	0.428110968863185	0.977581089556162
28	GLIS2	-1.10532928118012	0.119371002156863	-1.68405412353131	0.0986648619035193	0.94186677617265	-4.27654710300323	-43.0275999703579	-4.39444915467244	1	1	0	10	-0.197390814949179	0.843521716832606	0.983492961210491
29	GSTM3	-1.86773968130435	0.569337393137255	-2.23040004269365	0.0304312192877155	0.834905591980161	-3.48653059188379	-43.0275999703579	-4.65546298004206	1	0.333333333333333	0	0	0	1	1
30	HIGD1C	1.33911452173913	-3.44601870588235	1.69584530201111	0.0963935262316211	0.940746830816311	-4.26145791369221	-43.0275999703579	-4.76017393413109	1	0.2	0	0	0	1	1
31	HRH4	1.42725350931677	-4.74750823333333	1.90997130100039	0.0621225960005372	0.895473428786381	-3.97192811709594	-43.0275999703579	-4.39444915467244	1	1	0	0	0	1	1
32	IFI44L	0.901799906832299	4.72960354901961	1.84434724418554	0.0713092760364706	0.912232221177725	-4.06374110724376	-43.0275999703579	-4.65546298004206	1	0.333333333333333	0	0	0	1	1
33	ITPRIPL1	-0.906036708074533	4.37433829411765	-2.52405277830898	0.0149638185274111	0.725519674154395	-2.99149409536232	-43.0275999703579	-4.39444915467244	1	1	0	0	0	1	1
34	KCNG2	-1.52101912908075	-1.93814298580392	-1.72798427268725	0.0904209145269378	0.933996942162892	-4.21986947545915	-43.0275999703579	-4.65546298004206	1	0.333333333333333	0	0	0	1	1
35	KCTD4	1.11284873453416	-0.986763370980392	2.99817861285516	0.00429331835983097	0.57646188006978	-2.10387922750974	-43.0275999703579	-4.65546298004206	1	0.333333333333333	0	0	0	1	1
36	KLF11	-1.96881039254658	3.30919345098039	-1.78715897195869	0.0802275349712593	0.922436769804076	-4.14155111491967	-39.9795017433078	-4.01638302075239	2	0.5	1	25	-1.45117622410081	0.146730795659406	0.977581089556162
37	KLF9	1.42612437815528	0.647385940568627	2.83222970190987	0.00673708198793579	0.620104106194877	-2.42593683785688	-43.0275999703579	-4.01638302075239	2	0.5	1	26	1.99451272471594	0.0460960507737838	0.977581089556162
38	LAMC1	-2.75072885217391	4.10505328235294	-2.71568092401749	0.00916617783720511	0.634647445159984	-2.64500634751801	-43.0275999703579	-4.65546298004206	1	0.333333333333333	0	0	0	1	1
39	LHX6	3.19650373167702	-2.91282025470588	2.3677485779597	0.0219741967669538	0.794050676196578	-3.26064892331257	-43.0275999703579	-4.39444915467244	1	1	0	10	2.28463626358489	0.0223341647289635	0.977581089556162
40	LPXN	0.865010254658388	5.13361237254902	2.16616791720941	0.03529560202934	0.839240247954394	-3.58860177900315	-43.0275999703579	-4.39444915467244	1	1	0	0	0	1	1
41	MXD3	-1.0406682136646	2.41155981960784	-3.17829384807705	0.00259264463945406	0.524780201551539	-1.74181940792727	-43.0275999703579	-4.39444915467244	1	1	0	21	-1.16395477688081	0.244442339139154	0.977581089556162
42	MYC	-3.2652887242236	-0.578580616392157	-2.25069619736724	0.0290227525784117	0.83324554240018	-3.4537992579689	-37.8488483379768	-3.74268719027535	3	0.333333333333333	3	14	-1.80741584906026	0.0706974646077444	0.977581089556162
43	NACC2	-0.895350538509317	2.81511266470588	-2.20626913826138	0.0321843413678094	0.834905591980161	-3.52514839471152	-43.0275999703579	-4.39444915467244	1	1	0	17	-1.92745924182668	0.0539224228024759	0.977581089556162
44	NEK1	0.914942834161491	0.953110998627451	2.07926914852045	0.0429591299118929	0.857199360511922	-3.72295571748745	-43.0275999703579	-4.76017393413109	1	0.2	0	0	0	1	1
45	NTN1	1.7077652097205	-0.130845622647059	1.82446904916112	0.0743092839191468	0.913133147436967	-4.09102151990844	-43.0275999703579	-4.76017393413109	1	0.2	0	0	0	1	1
46	POU4F1	2.5078144757764	-3.08140464705882	1.71464178198296	0.0928621054353449	0.940219596987518	-4.23721643090358	-43.0275999703579	-4.39444915467244	1	1	0	4	1.11832860487727	0.263426674283417	0.977581089556162
47	RAB24	-1.09321571925466	1.35377168039216	-2.98689016423522	0.00442888925674573	0.57646188006978	-2.126148293115	-43.0275999703579	-4.39444915467244	1	1	0	0	0	1	1
48	REL	-3.16814915267081	-0.347315982156863	-2.07067345001362	0.0437908242823415	0.857199360511922	-3.73600778825079	-43.0275999703579	-4.39444915467244	1	1	0	18	-1.40746338639082	0.159290026829729	0.977581089556162
49	RELA	3.10038527515528	-4.99253417647059	2.8814950568879	0.00590223982448812	0.607092676893896	-2.33153805799893	-36.0824161975852	-4.01638302075239	3	0.5	1	15	1.42236248694032	0.154921047359751	0.977581089556162
50	RORC	-2.60567237888199	-3.20280291372549	-1.78198954267622	0.0810778846881615	0.924373115537628	-4.14848238627643	-33.4396547461676	-3.53357799719311	5	0.166666666666667	9	39	-0.380484675385551	0.703585669995951	0.977581089556162
51	S1PR1	1.27267764689441	0.976616906078431	1.6909989630662	0.0973218006528964	0.940746830816311	-4.26767078561918	-43.0275999703579	-4.39444915467244	1	1	0	0	0	1	1
52	SEMA5A	1.05597015048447	0.386003624392157	2.83692120657121	0.00665309925516268	0.620104106194877	-2.41699248041486	-34.527088795602	-4.98849798165293	1	0.1	0	0	0	1	1
53	SLC25A29	-2.24326192726708	-1.49870998568627	-2.25288074599268	0.0288746577850674	0.83324554240018	-3.45026269877876	-43.0275999703579	-4.39444915467244	1	1	0	0	0	1	1
54	SLC4A1	1.49947038	0.674567097843137	2.64275288114562	0.0110723627450171	0.668792525326817	-2.77893306841017	-1.12417721569793	-5.12265438988571	1	0.125	0	0	0	1	1
55	SMNDC1	1.65543991118012	0.960259483921569	1.91918182383022	0.0609177247932166	0.893849929559106	-3.95882864365327	-41.4431731530392	-4.39444915467244	1	1	0	0	0	1	1
56	SNAI3	-1.93907268074534	-5.45328143529412	-1.80477517783688	0.0773856810948079	0.917636170052181	-4.11780321103074	-0.31945825948088	-4.17755187029368	3	0.166666666666667	3	14	1.84226680418532	0.06543613293487	0.977581089556162
57	SNORD11	1.36621872670807	-6.51075570588235	2.55719589529064	0.0137679156543765	0.711703668864906	-2.93283439177458	-43.0275999703579	-4.74862096839305	1	0.166666666666667	0	0	0	1	1
58	SNORD63	1.82241607204969	-2.49266677254902	3.01116742831855	0.00414213104992841	0.57646188006978	-2.07819238351653	-43.0275999703579	-4.39444915467244	1	1	0	0	0	1	1
59	SORCS3	2.06394320519876	-1.82927013233333	1.97271529206478	0.0543031985517193	0.876879260450352	-3.88166555296766	-34.5126698719012	-4.98849798165293	1	0.1	0	0	0	1	1
60	SPC25	-1.22290066987578	1.35819081862745	-1.91520050553771	0.0614360676223659	0.893849929559106	-3.96449738742754	-43.0275999703579	-4.65546298004206	1	0.333333333333333	0	0	0	1	1
61	ST6GALNAC1	-2.29691432534162	-5.0847779627451	-1.94725400101664	0.0573679301978727	0.892272904516358	-3.91858300078895	-34.449849283372	-4.98849798165293	1	0.1	0	0	0	1	1
62	TAS2R19	1.80356624037267	-2.89333212745098	2.36513028764664	0.0221133731475515	0.794050676196578	-3.26504975708356	-35.9294427389578	-4.97825725807042	1	0.2	0	0	0	1	1
63	TMEM160	0.770499807453417	3.55994892156863	2.5511973254962	0.0139776939003354	0.711703668864906	-2.94349138236143	-1.44363547517881	-5.0836813252527	1	0.111111111111111	0	0	0	1	1
64	TSHZ3	0.930522162111802	1.51266954705882	1.833882733077	0.0728755644886621	0.913133147436967	-4.07813336037594	-33.6805282076939	-4.04040454874509	3	0.125	4	47	0.154075659099691	0.87755008031227	0.983492961210491
65	UBE2N	-1.39329232670808	-2.17693212745098	-2.14319951507944	0.0371943843072522	0.848644283548784	-3.62453503510211	-43.0275999703579	-4.39444915467244	1	1	0	0	0	1	1
66	UPF2	1.81376799503105	-3.33270928235294	2.09330969821538	0.0416302153524469	0.857199360511922	-3.7015431838119	-38.9191262541353	-4.39444915467244	1	1	0	0	0	1	1
67	VWDE	2.09143299378882	-5.89227345098039	2.51592999184945	0.0152709642141781	0.728227469230232	-3.00578744311798	-43.0275999703579	-4.39444915467244	1	1	0	0	0	1	1
68	ZNF107	1.24159772627329	0.493969105490196	2.66292933690758	0.0105115418669907	0.65087168423823	-2.74212935353536	-43.0275999703579	-4.39444915467244	1	1	0	12	1.03602350611876	0.300191176410685	0.977581089556162
69	ZNF20	1.95686170621118	-2.91162501568627	2.17023879490645	0.0349681134134796	0.839184327997973	-3.58220172715977	-37.9132406855794	-3.74268719027535	3	0.333333333333333	3	15	2.86858380910976	0.00412313946867508	0.977581089556162
70	ZNF213	-2.2169803042236	1.1579575227451	-2.09224597439343	0.0417296233991031	0.857199360511922	-3.70316943521267	-35.1478651467631	-4.42951634350073	2	0.2	0	14	0.257073079499098	0.797122358774454	0.979450035305367
71	ZNF223	-0.799434857763974	2.51379879803922	-2.21891421021408	0.0312548384748073	0.834905591980161	-3.50495239173857	-37.0582752436931	-3.74268719027535	3	0.333333333333333	3	6	1.34898670245841	0.177341237297224	0.977581089556162
72	ZNF30	0.84664997068323	1.58374722431373	2.51203147099765	0.0154204019443951	0.728227469230232	-3.01263582800888	-0.431030035137985	-4.59834248614495	2	0.125	0	14	-0.97958794434929	0.327289558213263	0.977581089556162
73	ZNF311	-1.30953135776397	1.29755583333333	-1.82091642962241	0.0748564983325889	0.913133147436967	-4.09587084922511	0	-3.72278196740521	5	0.2	5	17	-1.06631010057796	0.286283485071899	0.977581089556162
74	ZNF398	1.18745756869565	-0.998067335686274	2.06056813241976	0.0447864883008391	0.857199360511922	-3.751296772095	-43.0275999703579	-4.39444915467244	1	1	0	23	1.01361219771454	0.31076783501727	0.977581089556162
75	ZNF420	-1.5742228552795	3.24707075098039	-2.25435451194067	0.0287751277196293	0.83324554240018	-3.44787533823905	-37.648577017718	-4.13343532930282	2	0.25	2	12	-1.46093989182878	0.144031937758152	0.977581089556162
76	ZNF469	-1.06330268695652	3.31907428235294	-2.18161059722424	0.034067425573156	0.834905591980161	-3.56427375601016	-39.1247115384266	-4.01638302075239	2	0.5	1	17	-2.22478691151039	0.0260955464606044	0.977581089556162
77	ZNF483	-1.00677697515528	-7.2460578627451	-2.40344878442945	0.020153437194882	0.777043804025225	-3.20028387376536	-43.0275999703579	-4.39444915467244	1	1	0	18	0.191983333427685	0.847755260582999	0.983492961210491
78	ZNF496	-1.4346470173913	2.1255581	-2.35735445293559	0.0225313739327456	0.794050676196578	-3.27809802291773	-43.0275999703579	-4.39444915467244	1	1	0	14	-1.45427512793513	0.145870043274542	0.977581089556162
79	ZNF507	-1.74573347303665	0.157553957398039	-1.78800298024322	0.0800894112627421	0.92192650351921	-4.14041783436683	-35.0189288701797	-3.74268719027535	4	0.333333333333333	3	20	-0.600826318856273	0.547955672510774	0.977581089556162
80	ZNF652	1.65329778260869	-5.98934160784314	1.6947936956724	0.0965943292453574	0.940746830816311	-4.26280734735674	-38.3131758100176	-4.01638302075239	2	0.5	1	15	1.98447327668158	0.0472031043012751	0.977581089556162
81	ZNF75A	2.21797445341615	-4.7222947254902	4.3362792646084	7.39729697282526e-05	0.231994696961255	0.821619232518713	-43.0275999703579	-4.39444915467244	1	1	0	26	0.358964084833802	0.719621957227573	0.977581089556162
