Regulator	Target	MI
ATF1	ZNF330	0.6015229902882284
ATF1	PDXK	0.6029091022916084
ATF1	HSPB7	0.5444129194677356
ATF1	CWF19L2	0.5513096481164905
ATF1	XYLT1	0.5843182405984009
ATF1	OXT	0.5984312619720757
ATF1	EFCAB10	0.5757020069703818
ATF1	WDR46	0.6749342019883806
ATF1	WDR43	0.5982686019067942
ATF1	ASTE1	0.6112640627985106
ATF1	FAM53B	0.6920894553926344
ATF1	DLGAP1	0.6500038448980869
ATF1	MRPL9	0.5892700207851922
ATF1	WASF3	0.5323167921557532
ATF1	ATP6V0A1	0.6683789506993567
ATF1	PLXNA3	0.6372653639523786
ATF1	CHID1	0.5431443040456201
ATF1	ATE1	0.5962008960193197
ATF1	ARL15	0.6562043799276238
ATF1	TPBG	0.7112154110553277
ATF1	ATP2B4	0.6252844267658086
ATF1	WASH7P	0.5533809613647431
ATF1	DPM1	0.5817044987168494
ATF1	FES	0.5663075735621099
ATF1	CLPP	0.6145236061870469
ATF1	VN1R1	0.5546164525202979
ATF1	MPPE1	0.5897102435331281
ATF1	ATP6V1B1	0.5303828646557736
ATF2	GUCY2C	0.6186771067425609
ATF2	CSE1L	0.7752785531720341
ATF2	LRRK2	0.5799117745203177
ATF2	ITSN1	0.5316580083543214
ATF2	ARHGAP19	0.5417258241804053
ATF2	ZDHHC23	0.5807445601712895
ATF2	CSTF2T	0.5672781967008738
ATF2	KIAA0895L	0.7057603257282392
ATF2	SLC2A4	0.6525117109215928
ATF2	SDSL	0.5636833861401929
ATF2	PCSK5	0.6275940831618456
ATF2	FCAR	0.6446329480970703
ATF2	TNFSF13B	0.6288833473009801
ATF2	ZNHIT2	0.5728981291150168
ATF2	NUDCD2	0.6066294859192514
ATF2	NETO1	0.5349410283857172
ATF2	PLCG2	0.5564020974698463
ATF2	LRRC8D	0.5365787691577824
ATF2	MAP2K7	0.549669728944425
ATF2	ATP6V1C2	0.8936730532170709
ATF2	BCL9L	0.5688560815256372
ATF2	CCDC112	0.5670458450758127
ATF2	CTSA	0.7271400580224365
ATF2	NGFR	0.6076999735126845
ATF2	CSNK2A1	0.5858397490059839
ATF2	SPHK2	0.5559738418425955
ATF2	IRF2BP1	0.6272764982500099
ATF2	IRF2BP2	0.5612054176967316
ATF2	AMPD2	0.5831335670256368
ATF2	TNFRSF10A	0.6470875656844219
ATF2	CMBL	0.6053048463350006
ATF2	ATAD3B	0.5367830186594325
ATF2	GRIN2C	0.5515460426847789
ATF2	MLF2	0.6943862650508401
ATF2	MRPL52	0.6089804100988112
ATF2	RPGRIP1	0.5365273124469425
ATF2	CFDP1	0.5533133689115508
ATF2	LRCH1	0.6397683331113035
ATF2	CEACAM5	0.5810875906427233
ATF2	SHKBP1	0.603071803021995
ATF2	ZNF814	0.6055496397692295
ATF2	CAPRIN2	0.6854886429861846
ATF2	INTS4	0.5860454908766655
ATF2	ZP1	0.5603421778356035
ATF2	KDELR3	0.5961576853628241
ATF2	PTPN7	0.6587627957740056
ATF2	ATP6V0C	0.5731524828337902
CCNT2	TGIF1	0.5650621037129873
CCNT2	CEBPB	0.5995890420727497
CCNT2	TRAPPC2L	0.5687024982328537
CCNT2	TRIM74	0.6008304543795435
CCNT2	METTL2A	0.5547045717347969
CCNT2	SNORD116-11	0.589040888951263
CCNT2	OR6P1	0.5285545865070436
CCNT2	CXCL2	0.5305741998122997
CCNT2	PSMB5	0.5560431300316782
CCNT2	MCF2L	0.6144868211801406
CCNT2	KCNQ3	0.5604797066472913
CCNT2	ITGA6	0.6618551401768835
CCNT2	MSX1	0.5485878195236862
CCNT2	PCK1	0.5448124336442572
CCNT2	RABAC1	0.591167799869798
CCNT2	HSPA1A	0.6333214297782148
SMARCB1	MUS81	0.6056298717092932
SMARCB1	DHX8	0.5707104846984903
SMARCB1	ADAM21	0.562507666515391
SMARCB1	ACVR1B	0.5697580707217744
SMARCB1	ZBTB5	0.5395002875527872
SMARCB1	COL19A1	0.5302966399747762
SMARCB1	SBNO1	0.5414577587750173
SMARCB1	SCUBE1	0.5537362481434118
SMARCB1	SPTLC2	0.5761289656913697
SMARCB1	PRKY	0.5911250745934762
SMARCB1	DCAF11	0.553575642516384
SMARCB1	SPTBN2	0.5382191709939561
SMARCB1	OSBPL9	0.6842734894658875
SMARCB1	GINS2	0.5514189061156798
SMARCB1	MAMDC4	0.5766284674363686
SMARCB1	MPP3	0.5293641371118687
SMARCB1	JUP	0.5665627564541582
SMARCB1	SLC2A13	0.6431545869681838
SMARCB1	CRIM1	0.5323820439572344
SMARCB1	CBFA2T3	0.5954369911672459
SMARCB1	FAM126A	0.621279565388416
SMARCB1	SLC9A6	0.5285415286111497
SMARCB1	MTHFD2L	0.5292741693105247
SMARCB1	DNAJC8	0.6608278376821213
SMARCB1	C7orf25	0.6818756483820558
SPI1	PPP1R12A	0.6096032475360724
SPI1	RPL23	0.5644900369971784
SPI1	WIPF2	0.5763843921946883
SPI1	ASMTL	0.5301426581536215
SPI1	PARVA	0.6934727001307333
SPI1	TYK2	0.540340581107356
SPI1	GNG13	0.7632694361439749
SPI1	PM20D2	0.5734674675963807
SPI1	IL2RB	0.5732672358025255
SPI1	ZNF713	0.5603421778356035
SPI1	YME1L1	0.6785994974548379
SPI1	SLC38A9	0.7585420942124541
SPI1	CLCC1	0.5907499715115692
SPI1	CAMK2G	0.6693942602793368
SPI1	GOLGA8A	0.5615937172661432
SPI1	PTGDR	0.6039458658572463
KDM1A	COL18A1	0.5917888914451939
KDM1A	SLC44A3	0.779698958678249
KDM1A	SFT2D3	0.5311101928577227
KDM1A	SPEF2	0.6366672051342301
KDM1A	TCHH	0.6493545835612262
KDM1A	N4BP2L1	0.5361886538238423
KDM1A	LDB2	0.5862800343527357
KDM1A	SLC7A11	0.5302043701206807
KDM1A	PRSS22	0.548526439405475
KDM1A	MYOM2	0.5568020242961129
KDM1A	LIMD2	0.5325965625067273
KDM1A	DTWD1	0.7474019320263516
KDM1A	TCL1B	0.5716191295331425
KDM1A	MAGOH	0.5808801293760504
KDM1A	SUMO2	0.5500061720957716
KDM1A	RBPMS2	0.8689891764350839
KDM1A	SOSTDC1	0.5779444283973798
KDM1A	CCR4	0.6338887069259416
KDM1A	ZNF17	0.6248021815166589
KDM1A	ZNF362	0.6601244073255956
KDM1A	PARP4	0.7379371076279102
KDM1A	FCRL5	0.5342254407672025
KDM1A	KCND3	0.5694715309195169
KDM1A	ENTPD5	0.5505002710912081
KDM1A	MSL2	0.542468966463336
KDM1A	RECQL	0.6617388980425369
KDM1A	PRSS16	0.5342254407672025
KDM1A	OSMR	0.757864317543774
KDM1A	SCAMP3	0.5798729120828181
KDM1A	HEATR5B	0.7326617929063834
KDM1A	JMJD7-PLA2G4B	0.64904660081725
KDM1A	MSH4	0.5897256652622502
KDM1A	ATG4C	0.7526078110059027
KDM1A	RBMS1	0.5707562341236252
KDM1A	SGK3	0.5296373495093789
KDM1A	SRFBP1	0.6011730513346749
KDM1A	LYG2	0.568407027613667
KDM1A	ALG10B	0.5511030628733038
KDM1A	RNF32	0.5816389333883478
KDM1A	SLC45A1	0.6311034856981106
KDM1A	GPR87	0.5318183192458359
KDM1A	PRIM1	0.6637778153657563
KDM1A	FAM149A	0.6426344820298566
KDM1A	CD79B	0.6916076517426184
KDM1A	INPP5A	0.6247694093760785
KDM1A	LMAN2	0.5629387758759763
KDM1A	ZNF428	0.5650313758015693
KDM1A	MAN1C1	0.6329197469715577
KDM1A	CD58	0.5721135652371165
KDM1A	SRGAP1	0.5411904850416818
KDM1A	SRPK3	0.5856843944052099
KDM1A	FOXJ2	0.5777232647975752
KDM1A	KIR3DL2	0.7587705314745787
KDM1A	OSGIN2	0.7704915102103129
KDM1A	GNPDA1	0.5545182325875668
KDM1A	WEE2	0.5317104625364277
KDM1A	RBM41	0.5818015731172417
KDM1A	RBM42	0.5301633536521457
KDM1A	SLC26A7	0.5935903504372222
KDM1A	TAB2	0.6391445576200332
KDM1A	ZACN	0.5834817865327149
KDM1A	ZNF853	0.5452795426195145
KDM1A	R3HDM1	0.6576492829265428
KDM1A	MON1A	0.5756978888133428
KDM1A	ZNF696	0.5342254407672025
KDM1A	NEK11	0.6010658481528517
GTF2B	SPINK4	0.5849855375177677
GTF2B	STAT5B	0.5495647143423428
GTF2B	NIPSNAP3A	0.5880026582520275
GTF2B	PLEKHA5	0.6769001581887255
GTF2B	MTUS2	0.6316405428855503
GTF2B	GPR83	0.6086103393012947
GTF2B	PRR5L	0.605304846335001
GTF2B	SPTA1	0.6213168639153168
GTF2B	SPSB2	0.8143399123334163
GTF2B	SCIN	0.5706370214307266
GTF2B	SPCS1	0.5962498071952029
GTF2B	CCNI2	0.6448394016440306
GTF2B	CTAGE9	0.598166745771104
GTF2B	C18orf32	0.6425093355838123
GTF2B	PCGF1	0.5492601942217847
GTF2B	ASPHD2	0.5612187483858366
GTF2B	GRB2	0.5637826214670039
GTF2B	ITGA6	0.5407888075330853
GTF2B	PDSS1	0.5530762692226103
GTF2B	VPS45	0.5275209415216744
GTF2B	CUEDC1	0.5619878352179635
IKZF1	FOXC2	0.5499218579505176
IKZF1	MAP3K3	0.5461946234812669
IKZF1	XKR9	0.5533531337093445
IKZF1	HSF2	0.5771633246899679
IKZF1	RANBP9	0.6510127506627201
IKZF1	NEFH	0.5795549485791285
IKZF1	SNTB1	0.6013780857083959
IKZF1	TBC1D10B	0.5316332976525202
PRDM1	ASCL3	0.5745864563410708
PRDM1	CLDND2	0.5853254578916331
PRDM1	MAML2	0.5309353077495547
PRDM1	DDX47	0.5414213772075107
PRDM1	IL23R	0.5460868404878143
PRDM1	HSD17B14	0.6428778709423915
PRDM1	ING1	0.7031037911599887
PRDM1	NUDCD2	0.6208839156086845
PRDM1	RPS16	0.6307501711282755
PRDM1	EIF3CL	0.5352970117333844
PRDM1	CYTH1	0.6158010006249253
PRDM1	MYBPC3	0.6524862832454525
PRDM1	ELOVL1	0.5796246934660316
PRDM1	CPSF7	0.5462030801167876
PRDM1	EGLN3	0.5512230294655542
PRDM1	SLC38A1	0.5985369341049718
PRDM1	PPP1R12A	0.8509245408330073
PRDM1	TPM4	0.6158460786991293
PRDM1	MBOAT7	0.6866021717199122
PRDM1	PAGE2B	0.5829196111328159
PRDM1	GPR52	0.5851608495866136
PRDM1	NIPA2	0.7610689705474409
PRDM1	FOXP3	0.5458568055146071
PRDM1	GPN1	0.5673042233592653
PRDM1	MLF2	0.5856931226932098
PRDM1	GPRIN3	0.6362536913543417
PRDM1	SLCO3A1	0.6149980417432861
PRDM1	SNORA29	0.6067562224020113
PRDM1	SLC9A7	0.5406592627728322
PRDM1	NMU	0.5386643357610574
PRDM1	CHI3L1	0.635307041274813
PRDM1	DNASE2	0.5772639926310208
PRDM1	LCP1	0.5534301908575268
PRDM1	PLCH2	0.5677246013836412
PRDM1	INTS9	0.5645547459886648
PRDM1	SGK2	0.6447301945190369
PRDM1	SIGLEC7	0.613023735485049
PRDM1	DDX11L2	0.6024723933810443
PRDM1	SIGLEC6	0.545856805514608
NR3C1	SEMA6B	0.5677936650511377
NR3C1	AHNAK	0.6863370223878533
NR3C1	MRPS24	0.5368727188977762
NR3C1	SDC4	0.5286855577357885
NR3C1	CRYGN	0.5611263829421871
NR3C1	C5orf60	0.5313230653273111
NR3C1	ZNF180	0.5328888316181097
NR3C1	AFAP1	0.6124274125917255
NR3C1	OR2L3	0.5680582150218316
NR3C1	NBEAL2	0.6221689396350687
NR3C1	PEX1	0.5300539992844189
NR3C1	HLA-F	0.6135517736006153
NR3C1	RHD	0.5771247713370355
NR3C1	CLN3	0.5344271991906253
NR3C1	MCM4	0.7166075437885566
NR3C1	RPRD1B	0.6326502761364248
NR3C1	CCDC93	0.5582255567613488
NR3C1	PAFAH1B1	0.5935462528292788
SMC3	IFI27L1	0.6150123520889053
SMC3	SEMA6C	0.6622454595757299
SMC3	CCDC148	0.6334061176729997
SMC3	GREB1L	0.6092044377319832
SMC3	ARAP1	0.5289254075928844
SMC3	ATP2B1	0.5443661554275052
SMC3	FAM168B	0.5843119354885427
SMC3	KIAA1109	0.5479363980100396
SMC3	RGS2	0.6109562385441611
SMC3	SV2C	0.5623059516535447
SMC3	UBQLNL	0.5441111848430222
SMC3	KIAA0753	0.6765009925744301
SMC3	SPIN1	0.6301217305006586
SMC3	CRYL1	0.8313057475171801
SMC3	PSMG4	0.54235636952283
SMC3	CIR1	0.5563348948554023
SMC3	EXOC5	0.5861298652444296
SMC3	PIGL	0.5299221537585774
SMC3	SNORA13	0.6052584568232833
SMC3	CC2D1A	0.6410195610809706
SMC3	RPS2P32	0.5974827766865931
SMC3	FDXACB1	0.5863784917803376
SMC3	NUDT12	0.6073283862653418
SMC3	SNORD72	0.8050740322911749
BACH1	JAG2	0.5937815367930477
BACH1	INTS12	0.5577164349650325
BACH1	DYNLT3	0.7347893689697389
BACH1	IREB2	0.6494833097278141
BACH1	FBXL17	0.5495645834251004
BACH1	RPL36A	0.5759671807021678
BACH1	SNORD116-11	0.5315282651669806
BACH1	TEX12	0.5286855577357885
BACH1	PRR5L	0.6289701957430704
BACH1	HSD17B6	0.5824033986237147
BACH1	SOX10	0.5842549385946265
BACH1	FBLN5	0.6656159758395157
BACH1	DYNC1LI1	0.775286878451086
BACH1	HINT2	0.5331019427406658
BACH1	CHSY1	0.5441351795258074
BACH1	SESN3	0.5396322087316654
BACH1	JMJD7-PLA2G4B	0.5404325879087564
BACH1	NINJ2	0.5558324494131002
BACH1	FBXL2	0.6704866246705481
BACH1	GAS6	0.5332206889265234
BACH1	GPR101	0.5501635587707647
BACH1	NPTXR	0.5309820725687695
BACH1	DLGAP4	0.5398732098583872
ELK1	ANKRD39	0.5286083114615576
ELK1	POSTN	0.6027888726466628
ELK1	SCARNA22	0.6032413183713379
ELK1	DHRS11	0.5312417261437066
ELK1	AMPD1	0.5635373026374131
ELK1	CISD3	0.5774613673393354
ELK1	CCDC51	0.5671012153312494
ETS1	WDR20	0.6015952599945891
ETS1	MRPL34	0.5704267848772995
ETS1	LMF2	0.6533940831496312
ETS1	RNF212	0.5327133991808699
ETS1	SMCHD1	0.5612146290105873
ETS1	RASGEF1A	0.5317915081426157
ETS1	RUVBL2	0.7587705314745783
ETS1	TRIM3	0.6283583999963822
ETS1	LRRC8C	0.7098330267942088
ETS1	SLC16A6	0.6073438608057407
ETS1	IGFBP7	0.5740751309266874
ETS1	RDH14	0.6229686063568964
ETS1	CA13	0.6533927586709853
ETS1	PLEKHG3	0.569367751322928
ETS1	ZNF683	0.7350677721797676
ETS1	GLYATL2	0.5762998527007341
ETS1	SPATS2	0.5519432242924194
ETS1	OSM	0.5508827886692833
ETS1	ARHGAP24	0.5643296578769466
ETS1	IL17RB	0.6356806434534001
ETS1	GZMK	0.614869333460156
ETS1	EPGN	0.5985175288761466
ETS1	CDAN1	0.9202504770537439
ETS1	FOLH1	0.5309329499933702
ETS1	ZNF93	0.6315332116316159
ETS1	CD8A	0.7207798981804832
ETS1	RBM41	0.5687024982328537
ETS1	TAF8	0.5321587328426647
ETS1	ZNF611	0.5403288083121676
ETS1	SNORA21	0.5770456263807477
ELK4	KCMF1	0.8770453861888656
ELK4	RAP1GAP2	0.5499042098216798
ELK4	GALNT4	0.5465707956634933
ELK4	C22orf42	0.5669747395642335
ELK4	GRK5	0.5467578073798633
ELK4	FTH1	0.5612054176967316
ELK4	TCTA	0.6187085049366514
ELK4	LIAS	0.53654558512445
ELK4	SYBU	0.5277949070395533
YY1	LRRC59	0.5537070374608044
YY1	CBWD6	0.5727947984128141
YY1	GUCY2F	0.6286910084880826
YY1	PRKCZ	0.5425224763942191
YY1	FOXO1	0.6553753235768807
YY1	ART1	0.6566357198583459
YY1	IMMP2L	0.6580079021903709
YY1	TMEM201	0.5503607460794218
YY1	SH3TC1	0.6343735389040899
YY1	PI4KAP1	0.5594293485608697
YY1	C1RL	0.6628745231854558
YY1	AKT1	0.54235636952283
YY1	CHRNA10	0.5721317339024816
YY1	WNT3	0.7229808147375509
YY1	WLS	0.5359108329308166
YY1	IAH1	0.5321849461217312
YY1	SNORD88B	0.5511831324633527
YY1	BTBD6	0.5296536914221415
YY1	VWA5B2	0.552732280347692
YY1	CS	0.617808520751943
YY1	TAF6L	0.5359304414455646
YY1	HNRNPK	0.6028170020827801
YY1	PSMC6	0.5742943816537966
YY1	PSPC1	0.6194145170003011
YY1	SNORD91A	0.5818067956333337
TRIM28	EXOSC6	0.6334983875270952
TRIM28	ARAP3	0.5308777977740147
TRIM28	C6orf136	0.5324232141847718
TRIM28	SRFBP1	0.535373701248437
TRIM28	PGLS	0.5706756066163003
TRIM28	ANKS1A	0.530373886249007
TRIM28	DDX60	0.6311077521870261
ZMIZ1	ANKRD9	0.5670467063317761
ZMIZ1	UPK1B	0.5758599450377875
