Regulator	Target	MI	pvalue
MYOD1	LOC100130522	1.1993620975711474	0.0
FOXA2	PRO1768	1.0307929477222069	0.0
HNF4G	MYH10	0.8392681706151128	0.0
POLR3A	PATE2	0.821865422527844	2.8534437035432347E-9
ZNF274	NKX2-6	0.7127051435934029	1.0492520132743266E-6
SPI1	GGT6	0.9069488137980524	0.0
POLR3A	SNAR-A2	0.8329467749902224	0.0
POLR3A	SNAR-A3	0.821865422527844	2.8534437035432347E-9
POLR3A	SNAR-A4	0.8157395709901092	5.6661239256072804E-8
POLR3A	SNAR-B2	0.8329467749902224	0.0
FOXA2	DKFZp566F0947	1.003351675938659	0.0
POLR3A	SNAR-C2	0.828872752525121	0.0
POLR3A	SNAR-C3	0.821865422527844	2.8534437035432347E-9
POLR3A	SNAR-C4	0.8329467749902224	0.0
MBD4	DKFZp686A1627	0.8719466812554552	0.0
POLR3A	SNAR-G1	0.821865422527844	2.8534437035432347E-9
POLR3A	SNAR-G2	0.8157395709901092	5.6661239256072804E-8
BRCA1	RAD51AP2	0.7602237684292938	2.8534437035432347E-9
ZKSCAN1	RNU6ATAC	0.9218857589726327	0.0
HNF4G	DIO3OS	0.895614570022571	0.0
MBD4	CSPG5	1.5048544250267555	0.0
CCNT2	ZBTB38	0.7855253003423381	5.6661239256072804E-8
IRF4	CLIC5	0.7925217930890585	0.004361436931244356
BRF2	G6PC3	0.7478180797339798	2.930653813812967E-4
CTCFL	MFAP1	0.8113182496240487	2.930653813812967E-4
SPI1	WFDC12	1.535688834868945	0.0
SPI1	WFDC13	1.3192275415931167	0.0
POLR3A	FAM41AY1	0.8157395709901092	5.6661239256072804E-8
ZEB1	DPPA2	0.8432044652368447	1.8191926514532497E-5
ZEB1	DPPA5	0.909533480094687	0.0
NR2F2	PKP1	0.8182491732225005	1.0492520132743266E-6
SMARCA4	BMS1P4	0.7572012415084153	1.0492520132743266E-6
KAT2A	ANKRD55	0.7643497264774716	0.0
SIN3A	TOP3A	1.196869305901366	0.0
SPI1	GK3P	1.5189070142259449	0.0
MBD4	CSMD3	0.8104679848917267	0.0
SIN3A	CACNG2	1.2252039605918796	0.0
SIN3A	CACNG3	1.022906458107093	0.0
SIN3A	CACNG5	1.1409561235008545	0.0
SIN3A	CACNG6	0.7903948124835045	0.004361436931244356
SIN3A	CACNG7	1.0881465483405144	0.0
HNF4A	VSTM2L	0.8359962975192237	0.0
MYOG	FMN2	0.8332837183488853	0.0
GATA1	BPGM	0.7221695688844065	0.004361436931244356
CTCF	CSAG2	0.8626747347157265	2.8534437035432347E-9
USF2	WDR49	0.6994799272872708	0.0
SPI1	GJD2	1.5220531618682425	0.0
MYOG	FMR1	0.8343915371014186	0.0
USF2	WDR26	0.8264905251361788	0.0
SPI1	GJB1	1.5144224689227148	0.0
SPI1	GJA1	1.321832903100807	0.0
SPI1	GJA5	1.1310155272719868	0.0
SPI1	GJA8	1.529909350425309	0.0
CHD2	TICAM1	0.7852720079196734	0.004361436931244356
