tf	target	mor	likelihood	state
ARID3A	SEPHS1	-0.00381084618289225	1	inhibition
ARID3A	MFSD5	-0.427996886958168	1	inhibition
ARID3A	NAE1	0.51284207063402	1	activation
ARID3A	PRC1	-0.00432359181559811	1	inhibition
ARID3A	DOCK1	0.941158667349614	1	activation
ARID3A	PHLDA2	0.0663109403063341	1	activation
ARID3A	ZNF607	0.924322662345377	1	activation
ARID3A	PEX26	0.991739147657688	1	activation
ARID3A	RNF43	-0.0417651449973541	1	inhibition
ATF1	ASTL	0.0635967128560225	1	activation
ATF1	ASPN	0.00540325137540044	1	activation
ATF1	ATIC	0.0663109403063341	1	activation
ATF1	ATG3	0.0346791975192454	1	activation
ATF1	ATF3	-0.00405959318434037	1	inhibition
ATF1	ATE1	-0.0121782642933781	1	inhibition
ATF1	RSPH3	-0.937890327811888	1	inhibition
ATF1	ARRB1	-0.00555008857000503	1	inhibition
ATF1	ASTE1	-0.00357652756370938	1	inhibition
ATF1	ASH1L	-0.771849103738312	1	inhibition
ATF1	ASCC2	-0.0182799749009068	1	inhibition
ATF1	ASCL2	-0.152882047346226	1	inhibition
ATF1	ATP2B4	-0.00801625709773638	1	inhibition
ATF1	ATG16L2	-0.90871693587626	1	inhibition
ATF1	XYLT1	0.0514396977794641	1	activation
ATF1	NUP85	-0.00175314753947711	1	inhibition
ATF1	ATAD3A	0.0584591460384557	1	activation
ATF1	ATP6V1B1	-0.0932687012338295	1	inhibition
ATF1	ATP6V0A1	0.503198628006467	1	activation
ATF1	ASL	-0.0319361875528639	1	inhibition
ATF2	TBC1D17	-0.00555008857000503	1	inhibition
ATF2	ATP1B2	-0.0732762585615803	1	inhibition
ATF2	CST3	0.0691257597080514	1	activation
ATF2	SFMBT2	-0.395275893672911	1	inhibition
ATF2	ATG4A	0.0814457442037145	1	activation
ATF2	CA1	-0.0847869771921888	1	inhibition
ATF2	SFPQ	0.010291082124576	1	activation
ATF3	PGM3	-0.471987814000838	1	inhibition
ATF3	RBM15	0.0131027005484886	1	activation
ATF3	AADAT	-0.0631185502087097	1	inhibition
ATF3	HIBADH	-0.0033558546413871	1	inhibition
ATF3	BIRC2	0.569831167096231	1	activation
ATF3	ATF1	-0.00405959318434037	1	inhibition
ATF3	ATF6	-0.0286272580646468	1	inhibition
ATF3	ATF4	0.871947018603415	1	activation
ATF3	ASPN	-0.0463978816967778	1	inhibition
ATF3	ASB8	-0.254190030434912	1	inhibition
ATF3	HLA-A	0.00805445007028921	1	activation
