TF	size	nes	pval	pval.fdr
THAP1	4	-2.58776529869333	0.00966007753656828	0.716636343355083
SIN3A	7	2.42193980623464	0.01543790747602	0.716636343355083
NFATC1	6	-2.25804706332139	0.0239427254324066	0.716636343355083
BRF2	10	2.06511020064615	0.0389125744774039	0.716636343355083
TCF3	7	-2.05757317518729	0.0396311238665185	0.716636343355083
TFAP2A	7	-1.97056979018189	0.0487731049281091	0.716636343355083
HDAC6	8	1.96518924792141	0.0493923379505223	0.716636343355083
CHD1	8	-1.95539364342961	0.0505366258258714	0.716636343355083
SMARCC1	7	1.95200674992478	0.0509374032312943	0.716636343355083
MAZ	11	-1.92695974266266	0.0539846471514979	0.716636343355083
NFE2	10	1.90297365613298	0.0570439828025893	0.716636343355083
ATF1	20	-1.88586952488516	0.0593125391299124	0.716636343355083
GATA2	4	-1.88283406230313	0.0597228593556942	0.716636343355083
SREBF2	8	1.85567831970649	0.0634994228289314	0.716636343355083
GATA1	29	-1.74340554773953	0.0812627999273696	0.854452870150794
MAFK	4	1.70025945424044	0.0890821334149755	0.854452870150794
ZMIZ1	7	-1.66060482198832	0.0967928399061891	0.854452870150794
UBTF	15	-1.6578748370873	0.0973427320424956	0.854452870150794
IRF1	4	1.59803084453685	0.110036112740456	0.894378932594989
ZBTB33	7	-1.58385070247834	0.113227698006006	0.894378932594989
TAF1	8	1.54877938871092	0.121434761928894	0.894378932594989
ATF3	16	-1.52736550727862	0.126670148517834	0.894378932594989
CREB1	11	1.5079207009825	0.131574823794941	0.894378932594989
ZNF274	6	-1.48681199666728	0.137064472130599	0.894378932594989
RNF2	10	1.47017023526945	0.141515653891612	0.894378932594989
WRNIP1	5	1.41474785271762	0.157142438544654	0.912196084365499
RUNX3	11	-1.37100620093653	0.170373023015032	0.912196084365499
SETDB1	6	-1.35023020285273	0.176942152949287	0.912196084365499
IRF4	19	-1.3408882064523	0.179956751844381	0.912196084365499
MYBL2	5	-1.31622094268202	0.188099896487502	0.912196084365499
ZNF384	6	-1.27275280045155	0.203105774793604	0.912196084365499
SP1	14	1.26735471057955	0.205028486014717	0.912196084365499
EZH2	4	1.23031974708333	0.218577392438039	0.912196084365499
CEBPB	9	-1.22904616228789	0.219054498812941	0.912196084365499
SMARCA4	6	1.22810409568376	0.219407893745088	0.912196084365499
KDM4A	5	1.21398237726988	0.224754453723311	0.912196084365499
USF1	22	-1.21073676362256	0.225996307727089	0.912196084365499
FOXM1	13	1.20588523543881	0.227861744289565	0.912196084365499
YY1	10	1.19376784226342	0.232568794116036	0.912196084365499
NR3C1	12	1.16693627017006	0.24323610717124	0.912196084365499
KDM5A	10	-1.15816197156367	0.246797944021658	0.912196084365499
ZEB1	8	-1.15430045063051	0.24837701183268	0.912196084365499
ZNF217	4	-1.14144744248492	0.253683771494662	0.912196084365499
SIX5	9	1.13660843763229	0.255702011211138	0.912196084365499
SPI1	7	1.12338590575283	0.261273633104948	0.912196084365499
RFX5	8	-1.11330822491591	0.265576075195019	0.912196084365499
BCL3	9	-1.05974628995224	0.289260037511065	0.972406083547835
XRCC4	8	1.03735215237535	0.299571768724923	0.986090405386204
TCF12	7	-0.990321760305901	0.322016873842223	0.995699346524701
PRDM1	14	0.955096354335564	0.339528972434067	0.995699346524701
MTA3	7	0.946825973781792	0.343727464089237	0.995699346524701
TCF7L2	4	-0.945517679121895	0.34439464941637	0.995699346524701
JUN	8	0.941760082208335	0.346315486455083	0.995699346524701
MYB	16	0.929143760640171	0.352814588421778	0.995699346524701
MYC	7	-0.903280168361521	0.366377219097745	0.995699346524701
MAX	10	0.901065095205448	0.367553710135063	0.995699346524701
KDM1A	14	-0.894190352140199	0.371220053364814	0.995699346524701
TEAD4	5	-0.882927145773977	0.377275635714777	0.995699346524701
NFIC	5	0.845970355075406	0.397569282161872	0.995699346524701
STAT3	8	0.840878047315734	0.40041625783243	0.995699346524701
MBD4	10	-0.838781804791653	0.401591762910453	0.995699346524701
BCL11A	7	-0.833496241818747	0.40456491648888	0.995699346524701
SP2	17	0.832764420933289	0.404977604281917	0.995699346524701
CBX3	8	0.832564212129451	0.405090549686418	0.995699346524701
