tf	target	mor	likelihood	state
ADNP	METTL6	0.793372517427291	1	activation
ADNP	DUOXA1	0.659316842290904	1	activation
ADNP	HADHA	0.885172838316918	1	activation
ADNP	C18orf32	-0.234276467602881	1	inhibition
ADNP	CCDC17	0.43258785661555	1	activation
ADNP	USP54	0.696611764337027	1	activation
ADNP	CD99L2	0.102485197179194	1	activation
ADNP	MCCC1	-0.978401103910389	1	inhibition
ADNP2	ISG20L2	-0.0312319870887913	1	inhibition
ADNP2	MAPK11	-0.0459362658202068	1	inhibition
ADNP2	TIFAB	0.657991896436524	1	activation
ADNP2	SV2A	0.980888546822408	1	activation
ADNP2	MYEF2	0.243446700176512	1	activation
ADNP2	PLXDC2	-0.0966173565071254	1	inhibition
ADNP2	FAM102A	0.749670995248035	1	activation
ADNP2	FAM131B	-0.232876990348614	1	inhibition
AEBP2	ZNF486	0.202854165431684	1	activation
AEBP2	CRYZL1	0.669826600994324	1	activation
AEBP2	RCVRN	0.91846296472677	1	activation
AEBP2	AEN	0.119557887748723	1	activation
AEBP2	SETD2	0.981591599239569	1	activation
AEBP2	BBS10	0.601760558328144	1	activation
AEBP2	CDK20	0.226185503875932	1	activation
AEBP2	ADSL	-0.0556035662524838	1	inhibition
AEBP2	SLC9A5	0.0840656763327384	1	activation
AEBP2	MYO1F	-0.167392897021059	1	inhibition
AEBP2	NDEL1	0.554382394611864	1	activation
AHCTF1	RABEP1	-0.781208802810317	1	inhibition
AHCTF1	IGFL4	0.834581238582362	1	activation
AHCTF1	MADD	0.848084354900176	1	activation
AHCTF1	NRP2	0.263854790839866	1	activation
AHCTF1	ARIH1	0.694113159595843	1	activation
AHCTF1	LYRM1	0.174192181264498	1	activation
AHCTF1	NUDT12	0.710148064272903	1	activation
AHR	ABCA10	0.632372220393948	1	activation
AHR	RNF212	0.882091777262229	1	activation
AHR	MTBP	-0.961476109499869	1	inhibition
AHR	SLC1A7	0.88456213200973	1	activation
AHR	ZNF622	0.108333241581454	1	activation
AIRE	PNO1	0.612998118404642	1	activation
AIRE	LGALS4	0.97444299906488	1	activation
AIRE	SRGAP2	0.0991050444884182	1	activation
AIRE	CREB1	0.869742851092956	1	activation
AIRE	MOSPD2	-0.0340732114844112	1	inhibition
AKAP8	RASSF4	-0.996061015097599	1	inhibition
AKAP8	UHRF1BP1L	-0.396065349283528	1	inhibition
AKAP8	ARL5B	-0.0754776845589353	1	inhibition
AKAP8	ABHD14A	-0.311998635349917	1	inhibition
AKAP8	TSR1	0.993389508819951	1	activation
AKAP8	TMEM231	0.144097868067354	1	activation
AKAP8	ILK	0.391054139215513	1	activation
AKAP8L	SLC25A2	0.996494307248001	1	activation
AKAP8L	HAUS6	0.385426523133252	1	activation
AKAP8L	WAS	0.963254622720218	1	activation
AKAP8L	KANK2	-0.0731331939124717	1	inhibition
AKAP8L	ABCC13	0.985417807238213	1	activation
