Regulator	Target	MI	pvalue
CREM	CREBBP	0.4819777558122752	6.5308192702673296E-6
ZNF528	PPIL1	0.5133440939453572	1.983900391664406E-4
ZNF711	PPP1R10	0.5278052975571027	1.9824205566010278E-7
ZNF382	SIRT6	0.47636603336807554	1.9824205566010278E-7
ZNF732	PDSS2	0.586811274591733	1.9824205566010278E-7
ZBTB12	PSMG2	0.5483136615417166	6.5308192702673296E-6
ZNF778	PPP1R2	0.5576685016433708	1.983900391664406E-4
CREB3L3	STX6	0.5237630875955075	0.005482760988400059
ZNF45	ETV6	0.6052158258498466	0.005482760988400059
SP110	UGGT1	0.5451711949521562	1.983900391664406E-4
ZBED4	ATP6V1D	0.5684450124811249	1.9824205566010278E-7
ZNF284	SLC25A6	0.5635657748120713	1.983900391664406E-4
ZNF280D	GPRASP1	0.5210706322792853	0.005482760988400059
IRF7	KCP	0.555849854207353	0.0
ZNF384	FUT7	0.5532109518666828	0.005482760988400059
ZNF474	PIGC	0.5011247884895474	0.005482760988400059
ZNF596	SATL1	0.5010171241162455	0.005482760988400059
FOXO1	FOXN2	0.5457818391174634	0.005482760988400059
GTF2I	MRPL15	0.5320469432990003	6.5308192702673296E-6
ZNF524	PCDHGA7	0.5419289904641773	0.005482760988400059
FBXL19	FBXL16	0.5283649692912976	1.983900391664406E-4
FBXL19	FBXL18	0.5525968046312483	5.584283258031064E-9
KCMF1	COX10	0.550504129159386	0.0
BCL6B	ARPP19	0.4887491852684436	1.983900391664406E-4
ZNF669	DACT1	0.5265287174054489	0.005482760988400059
PLAGL2	PLA2G4A	0.46970481695223	0.005482760988400059
STAT6	RPL21P44	0.5191712069861931	5.584283258031064E-9
LHX6	MANF	0.522182388207896	0.005482760988400059
ZNF132	RBPMS	0.5583942065215951	1.983900391664406E-4
TP73	PPM1B	0.4926731824736028	0.005482760988400059
RUNX2	WDR90	0.539515375079447	1.9824205566010278E-7
FOSB	DYRK1B	0.5041556769013416	0.005482760988400059
HOXA4	CMPK2	0.5358344491932052	0.005482760988400059
E2F2	LILRA5	0.5351811338237396	0.0
ZNF853	IL7R	0.5307705509557135	1.983900391664406E-4
TIGD5	CPT1A	0.5390343072504853	0.0
ZNF613	RPL27	0.5097282917079231	0.005482760988400059
DNMT1	INPP4B	0.49775050523685266	1.9824205566010278E-7
FOXH1	FAM174B	0.5862982390469145	0.005482760988400059
CREB3L3	TAL1	0.5332564697445221	0.005482760988400059
ZBTB42	PARN	0.5170319757296484	0.005482760988400059
ERF	PAPSS1	0.5425119781221179	0.005482760988400059
ZNF260	GLUL	0.48340919852617564	0.005482760988400059
SAFB	RPP25	0.5063125187021875	0.0
ZNF701	NFKBIA	0.5318750836968703	0.005482760988400059
ZNF792	C2orf76	0.523335272880937	1.9824205566010278E-7
ZNF16	ALG3	0.5757498611074686	0.005482760988400059
ZNF845	AAMP	0.5105970902693259	0.005482760988400059
ZNF428	CEP57	0.5047394044659188	1.983900391664406E-4
POU2AF1	AKTIP	0.5244018922896386	1.9824205566010278E-7
SP140	ITPR1	0.5522210334734072	0.0
ZBED2	COL13A1	0.49301369048311483	1.983900391664406E-4
ZNF527	PLAT	0.563986402090851	1.983900391664406E-4
EMX1	PLD6	0.5466097224877418	5.584283258031064E-9
CIC	GABPB2	0.5294424742891328	0.005482760988400059
ZNF75A	CCR5	0.5499225296728318	0.005482760988400059
ZNF75A	CCR8	0.5408326701733368	1.983900391664406E-4
ZNF721	CBX2	0.5250303879495497	6.5308192702673296E-6
ZNF853	HTR6	0.5001989036352322	6.5308192702673296E-6
ZNF44	PIK3R5	0.5673664287280009	5.584283258031064E-9
ZNF37A	HERC2	0.48968388458919593	0.005482760988400059
ZNF213	ZNF430	0.5556316596408108	0.005482760988400059
ZNF300	PMS1	0.520611120237437	0.005482760988400059
BHLHE41	SYNE2	0.5322787395085811	0.005482760988400059
ZNF718	POLR2J3	0.49802734393736875	0.005482760988400059
USF2	RSPH9	0.5153880602630758	1.983900391664406E-4
ZNF213	ZNF507	0.5625652023551956	1.983900391664406E-4
ELF1	PDCD4	0.6013406149428778	5.584283258031064E-9
GCM1	ENTPD1	0.5354528558292384	0.005482760988400059
CREM	CRELD2	0.527567276943268	6.5308192702673296E-6
BATF3	TRPM6	0.5407915385740019	0.005482760988400059
ZNF473	WDR62	0.5207886511032985	1.9824205566010278E-7
GTF2I	PBX2	0.5626084461911504	6.5308192702673296E-6
ZFHX3	TRPA1	0.5108204539314785	1.983900391664406E-4
ZNF81	EXTL2	0.5116019972623342	0.005482760988400059
THAP1	TOMM7	0.49950313288694426	6.5308192702673296E-6
ZNF17	TOMM40	0.5580290253133746	0.005482760988400059
KDM2B	CWC25	0.5206069968897701	0.0
ZNF474	PMF1	0.5308313048893265	0.005482760988400059
CREM	SETD2	0.6048826569116288	1.983900391664406E-4
ZNF345	C3orf49	0.5034281546753621	0.005482760988400059
SNAI3	UBE3A	0.543858498563828	0.005482760988400059
SNAPC4	CDC42SE2	0.49280976671201193	6.5308192702673296E-6
FOXD2	BMP8B	0.5016404092765617	1.9824205566010278E-7
ZNF404	ITGB3	0.5204279474330968	0.005482760988400059
ZFHX3	NDUFB2	0.5258223312541097	0.005482760988400059
KLF10	SHROOM1	0.516661194328047	0.0
RLF	PRKY	0.519622850864302	1.9824205566010278E-7
ZNF397	MRPS24	0.5325294283212623	6.5308192702673296E-6
ZNF320	TTYH1	0.5158317902896243	0.005482760988400059
ZNF79	RGS18	0.5976084057006998	0.005482760988400059
ZNF417	NUDT12	0.51483342655463	0.005482760988400059
ZNF334	CYLD	0.5345608505547539	6.5308192702673296E-6
ZNF75A	CTSE	0.47941797912764494	0.005482760988400059
NFYB	TMEM170B	0.6423419626436265	1.983900391664406E-4
ZNF254	UHMK1	0.5373662764000987	0.0
ZNF43	APOBEC2	0.5870361128070208	5.584283258031064E-9
ZNF831	ZNF680	0.4997896150852945	6.5308192702673296E-6
ZNF428	PYROXD2	0.5497081632753196	1.983900391664406E-4
ZNF445	KIF9	0.5315758220052494	1.9824205566010278E-7
ZNF845	CHRFAM7A	0.49888201938128274	6.5308192702673296E-6
ZNF678	RNF19A	0.5259734629097466	0.005482760988400059
ZNF384	ETS2	0.5347104010746531	0.0
MAX	CXCR2P1	0.5477531771747238	5.584283258031064E-9
NR1D2	SNORA69	0.478373299791792	1.9824205566010278E-7
ZNF451	ALDH16A1	0.4802992004092158	0.005482760988400059
ZNF414	ST6GALNAC4	0.5192166139965853	0.0
ZNF768	SLA	0.5653130892899927	0.005482760988400059
NFE2	PCSK1	0.5353444514180358	0.0
ZNF235	TMEM44	0.5237277480249836	5.584283258031064E-9
NFYC	IGBP1	0.508605931892326	0.005482760988400059
GTF2IRD1	HNRNPH2	0.4832520835143421	1.983900391664406E-4
HOXB5	PPIL4	0.560223564919691	1.983900391664406E-4
ZBTB3	SNORA19	0.5093602747199651	0.005482760988400059
ZNF711	SART3	0.5354668740515208	0.0
GMEB1	SCML1	0.6321567319603251	5.584283258031064E-9
ZNF487	GNLY	0.493778803605555	1.983900391664406E-4
CHCHD3	MUC1	0.5076658851273531	0.005482760988400059
HOXA3	ASAP2	0.4767004582795041	0.005482760988400059
ZNF136	CC2D2A	0.5037060950771644	0.0
NFE2L1	TRMT61A	0.5734690566899028	0.005482760988400059
CHCHD3	MSI2	0.5185996274866637	0.005482760988400059
GTF2I	NCDN	0.5182066722056576	0.0
FOXD4	FBLN5	0.5406408035702995	0.005482760988400059
