ID	logFC	AveExpr	t	P.Value
ZNF75A	2.21797445341615	-4.7222947254902	4.3362792646084	7.39729697282526e-05
BICC1	-4.84701823298137	-1.03976744372549	-4.27436815196341	9.04815510769326e-05
ELAC1	0.802334289068323	0.836608820980392	4.05279487702411	0.00018441200317137
GREB1	0.950752650310559	1.02375720078431	3.84516233238232	0.000354443962240412
UBR5	0.467191372670809	6.56447921568627	3.72594747479613	0.000512370576352751
GPR55	2.57494002229814	-1.20641463823529	3.715724437599	0.000528693905066877
ZNF598	0.922986094720497	0.907848064901961	3.57557441844378	0.000809481146267655
FOXH1	2.1413423447205	-2.87120548039216	3.57455255046607	0.000811976754028388
DHRS11	0.773825888198759	4.34362670588235	3.54685946582439	0.000882480266154921
DLGAP2	4.73309288389441	-2.77323127645098	3.52717714719006	0.000936107337894734
SNORD87	2.01211065714286	-2.75743005882353	3.47159835901166	0.00110485962233379
CLUAP1	-2.71184427329193	6.10473492156863	-3.46371407011661	0.00113102951629975
SLC9A7	0.588873826086958	4.67357770588235	3.46052702804062	0.0011417749075616
LIME1	2.08910263354037	-5.25122735294118	3.44879703396765	0.00118216771145389
FZD3	-3.54175001484472	0.876975300980392	-3.42989914934067	0.001250120570271
PRR15	-3.20831359937889	-4.82989568431373	-3.38617308928643	0.00142188741814788
HSPA4	-3.66994016942236	0.719623364882353	-3.34146291787592	0.00162058411848575
SIGLEC5	1.67520288037267	-1.24825140352941	3.33775198400223	0.00163821040805145
GAS5	0.956402283229814	2.34894181764706	3.33581386528167	0.00164748829980427
TMEM185A	-0.433052149068321	5.09397076470588	-3.31608571380367	0.00174480779473117
TGS1	3.88533727503106	-1.40345295607843	3.29124360156743	0.00187511836431111
NOTCH2	0.7889769689441	2.90590135294118	3.2871157469831	0.00189764520377302
IGFL4	2.18100950931677	-4.71004678431373	3.28343088020315	0.00191797083511901
UCHL5	-4.22535358447205	-0.963286729411765	-3.26897381715333	0.00199972384675569
FARS2	0.585874782608697	4.16752417647059	3.26189554419809	0.00204094300601224
MAPK11	3.36128291366459	-3.83690302941176	3.25704299681671	0.0020696640652337
TTC21B	1.12685400310559	1.18168419607843	3.25698948410943	0.00206998291514149
ERCC2	0.61103895652174	5.12174592156863	3.19369317714814	0.00248145579690949
MXD3	-1.0406682136646	2.41155981960784	-3.17829384807705	0.00259264463945406
ALDOB	2.50551517266655	-2.42994344611316	3.11671968531473	0.00308590083714822
DNAJB14	1.23703455850932	-0.202733680588235	3.11010972279714	0.00314380665375911
IGF1	-1.4770218447205	6.79638592156863	-3.10995006171801	0.00314521790009184
RNF213	-1.74142597142857	-0.870513898039216	-3.10700504527688	0.00317135597432987
GDF9	1.17283501721739	-1.08402991772549	3.10402560016122	0.00319800727349563
BCL2L1	3.27400203850932	-3.4042498745098	3.09630137557053	0.00326808432368201
RPS18	-3.66907245962733	6.65426005882353	-3.07866006942037	0.003433579012018
LMOD3	2.17912835217391	-4.4994399	3.05407250824766	0.00367739327303686
BEND7	-3.90342619614907	-1.54271197529412	-3.04424813836693	0.00377927881938517
KATNAL2	1.14198106310559	0.504395565882353	3.04333089190866	0.0037889251405932
SLC10A5	-2.40838892099379	-2.93018075568627	-3.00396723408801	0.0042253133616567
ABCA7	-0.67080798713576	7.11243187745742	-2.99532594416259	0.00432720684935586
RAB24	-1.09321571925466	1.35377168039216	-2.98689016423522	0.00442888925674573
IQCK	2.16189568776397	-0.578606604313725	2.97392037680216	0.00458958786021426
PRPF18	1.77642724534161	-1.79282850196078	2.97290834570516	0.004602353524832
ACY3	2.84078855743354	1.26122605252064	2.97238269652699	0.00460899709104153
AATK	-1.44592570218519	2.31637226814464	-2.9662763374349	0.00468683315450547
NAALADL1	-2.54464865465839	1.60988155882353	-2.95595004841039	0.00482125787335584
SNORD21	0.687685975155281	2.67127956862745	2.94696338575664	0.00494116282841403
TPM2	-2.82348207763975	-3.98271339607843	-2.94292734437371	0.0049959139747922
C17orf78	2.3915769552795	-3.08717796078431	2.94243053152962	0.00500269248527639
GJB7	1.23630484695652	-1.14829964941176	2.93459943018782	0.00511067926395511
BBS5	1.11605746708074	-1.92042638235294	2.92635352362893	0.00522673160877958
SLC12A6	2.75023725217391	-3.15433127843137	2.9079946781744	0.00549398632417302
AGR2	4.45019194398475	-1.98544587397052	2.89026266821996	0.00576414308600336
PAGE2B	-3.17684859440994	-3.38127619803922	-2.8864826027905	0.00582330951236456
PGBD1	1.18733101055901	2.3355242372549	2.8826955724135	0.00588315073273732
RELA	3.10038527515528	-4.99253417647059	2.8814950568879	0.00590223982448812
SMG5	0.428136782608698	9.07789829411765	2.87166905617374	0.00606065808992119
EI24	0.47958842236025	5.09445801960784	2.86321848371632	0.0062000511726005
A1BG	1.44539901540254	1.74140079819435	2.85848429681227	0.00627943729502158
ARTN	-1.81960545341615	-6.09197501960784	-2.83645011644238	0.0066614882027174
CADM4	-3.0879351736646	-3.0545956545098	-2.83305549852508	0.00672222848144046
AFF3	1.60524227806209	4.37469909880645	2.832454300501	0.00673303915052519
KLF9	1.42612437815528	0.647385940568627	2.83222970190987	0.00673708198793579
SIRT6	1.47794550354037	-0.919770738235294	2.83198016129046	0.00674157642752816
CYP17A1	3.11674602360248	-3.94880916470588	2.80452692775354	0.00725334989162461
PIP4K2A	-1.68356129813665	-6.43586366666667	-2.80419391106988	0.0072597729736299
FAM161A	1.18794565465839	1.86771818235294	2.80020329541948	0.00733715278272064
PCDHGC5	1.88369914416149	-0.597320805490196	2.79075107050534	0.00752348972618671
GTF2IRD1	-1.48735669565217	7.14926545098039	-2.7897181473914	0.00754411540090717
ZBTB43	0.435045608695654	6.84528164705882	2.78295841706191	0.00768039126550342
ELOVL5	-0.55948701863354	5.904424	-2.77695799242923	0.00780326214761017
FUT2	1.78948856409938	-0.151656153333333	2.76916004024832	0.00796565509920865
TMEM223	0.626590739751553	1.4409674372549	2.76639590095847	0.00802396382785994
ASPHD2	1.83985510111801	-3.28376617568627	2.76633394829579	0.00802527520579727
SMO	-2.47056694409938	-6.24061758823529	-2.76489640394309	0.00805575993515059
HIVEP3	1.06532467080745	3.92736188235294	2.74523730190902	0.00848352132856454
ANXA1	-0.516788813525529	-7.49502347996345	-2.74327231960687	0.00852740943027064
ETV3	-2.04914437267081	-5.75413645098039	-2.74246205158912	0.00854556774570161
ASCL3	2.25519354658385	-4.32198874509804	2.73985345750003	0.00860426943148188
GTF2IRD2B	2.12127865677019	0.168085272352941	2.73723887234511	0.00866347875368622
DFFB	0.62345899378882	2.84472568627451	2.73469528319502	0.00872144049741274
RTTN	0.962998058136646	1.26085863960784	2.73238526823587	0.00877438913959423
PRH2	1.47734752068323	-0.0499143009803922	2.73095529626332	0.0088073142855778
WDR75	-2.84862497018634	-5.70597721176471	-2.72922215565792	0.00884737248019914
CNDP2	0.641785894409939	5.00775719607843	2.72075136070764	0.0090455843632525
ACTR6	0.520490484441991	3.51475094778926	2.71789499862338	0.00911333818278532
LAMC1	-2.75072885217391	4.10505328235294	-2.71568092401749	0.00916617783720511
MST1	1.51418258434161	-1.10959961182353	2.68839385734943	0.00984095506850169
CCDC102B	1.36798576844721	0.149280807058824	2.68795529487952	0.00985216372103616
LSM14A	-0.984887004347825	2.09169539215686	-2.68366704395999	0.00996238135315948
FAM89A	-2.42846385447205	-1.99003598137255	-2.67840065661506	0.0100992886351656
MON2	0.380426565217393	7.14202129411765	2.67563339294638	0.0101719180829837
CPNE1	-1.45759181987578	-7.04450011764706	-2.67424551346813	0.0102085245842597
GDAP2	2.27644054720497	-3.32389319019608	2.67256310526442	0.0102530616852035
PTGDR	0.556616254658387	3.61188278431373	2.67146851354365	0.0102821336713217
DDT	-1.36918260590062	-1.44886163627451	-2.67025611181516	0.010314422956695
ZNF107	1.24159772627329	0.493969105490196	2.66292933690758	0.0105115418669907
ACOT2	0.840118321714644	3.23590067735817	2.66290010425433	0.0105123352155519
RRAS2	-0.8843710931677	4.09516525490196	-2.65394748743172	0.0107579019229283
SLC4A1	1.49947038	0.674567097843137	2.64275288114562	0.0110723627450171
SEMA3C	-1.01502487763975	-0.220099932941176	-2.63627402702839	0.0112581816182854
MRPS6	0.531082813664596	2.50903629411765	2.63544292864391	0.0112822237748276
GNAI1	2.38735786583851	1.56764673921569	2.63413891290939	0.0113200413361928
NTN3	-1.58001065217391	-3.87670990196078	-2.63234031675166	0.011372392610693
CD48	0.553770217391306	6.27664374509804	2.63185969709532	0.0113864193635153
INPP5F	0.619783105590063	4.01821254901961	2.62242805942181	0.0116649037395254
EGLN1	-0.67664245341615	5.85174960784314	-2.61822794632068	0.0117909129502548
MKRN3	3.87564331161491	-1.66771008215686	2.61451551959994	0.0119033261716302
GIMAP6	1.23212667701864	3.82730590196078	2.61157164424971	0.0119931632206883
RXFP2	3.76968706198758	-0.150155890392157	2.60346836416112	0.0122436583869951
CHML	0.499605459627331	4.71714770588235	2.59848689251641	0.0124000131343073
CCDC77	0.768505844720498	3.77980666666667	2.59560859647955	0.0124911841944797
SETBP1	-1.5143240552795	4.22007049607843	-2.58995660260097	0.0126719966427644
SPEG	0.946491536645963	3.28104702352941	2.58750144034019	0.0127512813303769
TARBP2	0.615265062111803	4.83933574509804	2.58508798234507	0.0128296602945971
SERPINF2	1.20719495652174	2.69459256294118	2.57994715466349	0.012998080289792
ZNF211	-1.22646294242236	-0.693911740784314	-2.57253160852937	0.0132445772170982
ECT2	0.964079615652174	0.250461183137255	2.57109948831639	0.0132926699421846
ZNF791	-1.22854552546584	2.90357412941176	-2.56618366763697	0.0134589640812061
SLC35F5	2.16054883354037	-4.5068776745098	2.55314642369418	0.0139092142399829
HELQ	0.416659565217393	4.24238905882353	2.55109673572983	0.0139812363381893
FAM76A	0.473756024844721	2.77818892156863	2.54693499402528	0.0141285174013298
PHAX	0.467641881987579	3.66983158823529	2.54420691821908	0.0142258267364928
KRT18	4.06113550372671	-2.56679044	2.54180553884811	0.0143119871716947
GPR65	0.975789435037267	-0.565251135823529	2.53966357408271	0.0143892402145483
PDK2	0.679436347826089	5.05761033333333	2.53958282677153	0.0143921598876
GSDMB	0.77496894409938	3.29856737254902	2.53568417637597	0.0145337705541233
SLC38A5	2.3141880831677	-1.63793655941176	2.52781088285293	0.01482362192769
MYRIP	1.44929769111801	-0.663972934313726	2.52222437514701	0.0150324620473683
ZNF823	0.894966049689441	0.452302201960784	2.51904363383358	0.0151525582009606
VWDE	2.09143299378882	-5.89227345098039	2.51592999184945	0.0152709642141781
ZNF30	0.84664997068323	1.58374722431373	2.51203147099765	0.0154204019443951
CRYZ	0.640502875776398	4.24392470588235	2.51017484620659	0.0154920354796959
ADCK2	0.557453054036422	2.60924360667137	2.50895738101757	0.0155391723491581
F8	-4.51148068944099	-4.66799145882353	-2.50201079039353	0.0158106236726557
SPOP	0.394785124223604	5.20895860784314	2.49311733473441	0.0161644284552962
FGD1	0.649628542857143	1.41369449019608	2.47873406791094	0.0167518432848258
POLR2J2	-0.566701664596272	5.77811168627451	-2.47873260813467	0.0167519038708053
CDK5	0.396761813664597	7.3325662745098	2.47649553493849	0.0168449839268195
CYB5B	0.416909254658387	3.59013247058824	2.47491887842478	0.0169108663905298
BRMS1	0.621877285714286	2.05309350980392	2.47395964409676	0.0169510631621687
DBT	0.517794273291927	4.33825637254902	2.47184222573024	0.0170400999965453
UTRN	0.497194322981366	4.25702819607843	2.47134631555307	0.0170610139492575
WDR53	2.03467460335404	2.71042320431373	2.46830312551559	0.0171898633733761
SLC41A1	-0.912933136645958	7.23899139215686	-2.45939327186768	0.0175721861697119
DNAH3	1.73372621484472	-0.906028298627451	2.45579953932759	0.0177285572782191
LGALS1	1.77968960869565	-6.36169337254902	2.44452267221839	0.0182274362654981
ACSM1	-2.01375941335532	1.82893632008505	-2.44429105912127	0.0182378141958174
DYNC2H1	1.21552848322982	3.43491416666667	2.44287240949555	0.0183014963925028
WWP2	0.599233049689443	4.08109754901961	2.44191577044838	0.0183445525196362
FAM53C	-0.423832813664596	5.69866188235294	-2.43777275791333	0.0185320774961381
ZNF675	0.578574372670808	3.25578133333333	2.43112772402454	0.0188364661619913
SLC27A3	-1.10279656521739	3.2338867254902	-2.42746914042293	0.0190059729287098
