tf	target	mor	likelihood	state
ADNP	METTL6	0.791664056806321	1	activation
ADNP	DUOXA1	0.656765135117188	1	activation
ADNP	HADHA	0.884174252308332	1	activation
ADNP	C18orf32	-0.226644879907236	1	inhibition
ADNP	CCDC17	0.429366769151635	1	activation
ADNP	USP54	0.694266904123248	1	activation
ADNP	CD99L2	0.100851560994476	1	activation
ADNP	MCCC1	-0.978149082057969	1	inhibition
ADNP2	ISG20L2	-0.0292688952497821	1	inhibition
ADNP2	MAPK11	-0.0432753846154014	1	inhibition
ADNP2	TIFAB	0.655433276946104	1	activation
ADNP2	SV2A	0.980700324145763	1	activation
ADNP2	MYEF2	0.240661734063411	1	activation
ADNP2	PLXDC2	-0.0920233255750879	1	inhibition
ADNP2	FAM102A	0.747658617102182	1	activation
ADNP2	FAM131B	-0.225264198849637	1	inhibition
AEBP2	ZNF486	0.200314855120756	1	activation
AEBP2	CRYZL1	0.667330803719792	1	activation
AEBP2	RCVRN	0.91773981928733	1	activation
AEBP2	AEN	0.117735867505142	1	activation
AEBP2	SETD2	0.981409630308657	1	activation
AEBP2	BBS10	0.598937953324009	1	activation
AEBP2	CDK20	0.223497471635887	1	activation
AEBP2	ADSL	-0.0525237923810924	1	inhibition
AEBP2	SLC9A5	0.0826540309877786	1	activation
AEBP2	MYO1F	-0.160913676392184	1	inhibition
AEBP2	NDEL1	0.551384867507041	1	activation
AHCTF1	RABEP1	-0.777351639542652	1	inhibition
AHCTF1	IGFL4	0.833180865028815	1	activation
AHCTF1	MADD	0.846788913813335	1	activation
AHCTF1	NRP2	0.260968925799368	1	activation
AHCTF1	ARIH1	0.691753719087252	1	activation
AHCTF1	LYRM1	0.171865112998258	1	activation
AHCTF1	NUDT12	0.707883930292881	1	activation
AHR	ABCA10	0.629686085696937	1	activation
AHR	RNF212	0.881068093058513	1	activation
AHR	MTBP	-0.960986141571028	1	inhibition
AHR	SLC1A7	0.883558565425853	1	activation
AHR	ZNF622	0.106633275982514	1	activation
AIRE	PNO1	0.610223545710108	1	activation
AIRE	LGALS4	0.97419795324946	1	activation
AIRE	SRGAP2	0.0975106328059317	1	activation
AIRE	CREB1	0.86861933047959	1	activation
AIRE	MOSPD2	-0.0319687648867136	1	inhibition
AKAP8	RASSF4	-0.996014772608471	1	inhibition
AKAP8	UHRF1BP1L	-0.387524481843787	1	inhibition
AKAP8	ARL5B	-0.0716164923173842	1	inhibition
AKAP8	ABHD14A	-0.303636302981096	1	inhibition
AKAP8	TSR1	0.993315926130372	1	activation
AKAP8	TMEM231	0.14203158720205	1	activation
AKAP8	ILK	0.387839928054866	1	activation
AKAP8L	SLC25A2	0.996451781300467	1	activation
AKAP8L	HAUS6	0.382216790032128	1	activation
AKAP8L	WAS	0.962912343699456	1	activation
AKAP8L	KANK2	-0.0693591741299029	1	inhibition
AKAP8L	ABCC13	0.985270145198765	1	activation
AKAP8L	NDST2	0.996777330055613	1	activation
AKAP8L	ATF1	0.201285998488424	1	activation
AKAP8L	MDM1	0.829845046873749	1	activation
AKAP8L	WDSUB1	0.783730692357642	1	activation
ALX3	PPEF1	-0.751666949220929	1	inhibition
ALX3	HEPHL1	0.864470348637325	1	activation
ALX3	HLA-F	0.174478818936807	1	activation
ALX3	PCYT1B	0.204219521345845	1	activation
ALX3	TGFB1	0.118379617703408	1	activation
ALX3	UBE3B	0.978148029352865	1	activation
ALX3	OTUB1	0.997134732289555	1	activation
ALX3	PIGU	0.155995555111295	1	activation
ANKZF1	ZSCAN12	0.600354685278789	1	activation
ANKZF1	DDAH2	0.346442716488091	1	activation
ANKZF1	SDCCAG8	0.149662543206098	1	activation
ANKZF1	PCGF5	-0.0292688952497821	1	inhibition
ANKZF1	ANO8	0.940727628673882	1	activation
ANKZF1	PPME1	-0.787706252467597	1	inhibition
ANKZF1	CELSR2	0.759743267847537	1	activation
ANKZF1	FLI1	0.960165084400842	1	activation
ANKZF1	APBB1IP	0.828157799421899	1	activation
ANKZF1	ACSS2	0.0953356262767148	1	activation
ANKZF1	AP4M1	-0.117882837263853	1	inhibition
AR	MSX2P1	0.637904380258159	1	activation
AR	HMBOX1	0.970135561294641	1	activation
AR	TCP11L1	0.818645933775621	1	activation
AR	A1BG	0.510225266794838	1	activation
ARID2	AEN	-0.0351966537100238	1	inhibition
ARID2	ELOVL6	-0.117021663531278	1	inhibition
ARID2	FTO	0.985270145198765	1	activation
ARID2	MYL6B	-0.981836615471562	1	inhibition
ARID2	FHOD3	0.816874096643711	1	activation
ARID2	DAB2IP	0.552844740041061	1	activation
ARID2	ABCA7	-0.663558846927343	1	inhibition
ARID2	POT1	0.98318318509458	1	activation
ARID2	KLHL6	0.538207694199062	1	activation
ARID3A	PEX26	0.983077174728551	1	activation
ARID3A	ZNF607	0.999828829950482	1	activation
ARID3A	RNF43	0.269144702472765	1	activation
ARID3A	SEPHS1	-0.225264198849637	1	inhibition
ARID3A	NAE1	0.996476028433358	1	activation
ARID3A	PHLDA2	-0.366309271383795	1	inhibition
ARID3A	MFSD5	-0.559655538317577	1	inhibition
ARID3B	C4orf48	0.982863264903494	1	activation
ARID3B	CCDC150	-0.780846490297796	1	inhibition
ARID3B	PCDHGA3	-0.239305912220011	1	inhibition
ARID3B	RECQL5	-0.436265216847158	1	inhibition
ARID3B	ARHGEF18	0.281087639642466	1	activation
ARID5A	ARSG	0.951612211695909	1	activation
ARID5A	C1orf43	0.542607244010966	1	activation
ARID5A	FAM189B	0.20520405969784	1	activation
ARID5A	MRPL16	-0.0339904039502446	1	inhibition
ARID5B	ZNF821	-0.058967262304613	1	inhibition
ARID5B	CREM	0.120983559554659	1	activation
ARID5B	SDHD	0.791664056806321	1	activation
ARID5B	ATG12	0.986778275971491	1	activation
ARID5B	COMMD1	0.312241323670301	1	activation
ARNT	ARG2	0.567387899077264	1	activation
ARNT	SLC35B4	-0.0358140967205721	1	inhibition
ARNT	RNF175	0.618611622990285	1	activation
ARNT	DLGAP3	-0.123155740127175	1	inhibition
ARNT	ZNF525	-0.88364004343455	1	inhibition
ARNT2	S100A8	0.999018971956063	1	activation
ARNT2	TAF2	0.63243410235457	1	activation
ARNT2	VASN	0.213200858089896	1	activation
ARNT2	ARMCX6	0.835649019754876	1	activation
ARNT2	NMU	0.999018971956063	1	activation
ARNT2	CARM1	-0.0858447293847331	1	inhibition
ARNTL	ITGB8	0.304601554931779	1	activation
ARNTL	ARRDC1	0.865169247095716	1	activation
ARNTL	SIDT1	0.929679717349345	1	activation
ARNTL	SNX12	0.969587759921126	1	activation
ARNTL	MAGEF1	-0.270438724725991	1	inhibition
ARNTL	SMPDL3A	-0.0495401066583403	1	inhibition
ARNTL	MED10	-0.969590437806653	1	inhibition
ARNTL	KLHL26	-0.313465552867135	1	inhibition
ARNTL	TGFBR3	-0.226644879907236	1	inhibition
ARNTL	CD14	0.834006786370593	1	activation
ARNTL	CHST15	0.148111135369662	1	activation
