TF	size	nes	pval	pval.fdr
1	TRAF4	6	3.03920169998685	0.00237205983293476	0.996900689927406
2	HAT1	7	-3.03335718319863	0.00241849156568323	0.996900689927406
3	AP4B1	4	3.00230122138884	0.00267946899886287	0.996900689927406
4	INPP4B	30	2.97905677242741	0.0028913720103685	0.996900689927406
5	CREM	31	2.97317584155145	0.0029473554638937	0.996900689927406
6	ATP6V1G2	28	2.96846515728471	0.00299291031502333	0.996900689927406
7	RNF126	16	2.9270435982076	0.00342200906384261	0.996900689927406
8	PDLIM3	4	-2.91431315456534	0.00356472125435942	0.996900689927406
9	HKDC1	5	-2.90630004951276	0.00365730559180035	0.996900689927406
10	ITGA8	56	-2.89648691724306	0.00377366376498099	0.996900689927406
11	GYS1	27	-2.86475165147545	0.00417336404124983	0.996900689927406
12	NDST1	4	-2.85016796610619	0.00436961467864096	0.996900689927406
13	NDST2	4	2.84680254182835	0.00441607446844802	0.996900689927406
14	MGRN1	12	2.82602514595137	0.00471295641064518	0.996900689927406
15	ITGB6	52	2.82121720742873	0.00478417976522216	0.996900689927406
16	DICER1	16	2.8112794723865	0.00493449042588325	0.996900689927406
17	DZIP3	10	2.80779609046637	0.00498818005072573	0.996900689927406
18	RNF130	8	2.80753182660101	0.00499227464776504	0.996900689927406
19	CSRP1	6	2.79698252081847	0.00515823237869329	0.996900689927406
20	GTF2H2C	4	2.77058599931311	0.00559555216366126	0.996900689927406
21	TPR	10	2.76494300283409	0.00569327427106305	0.996900689927406
22	DYNLT3	6	-2.7464848107886	0.0060237675252325	0.996900689927406
23	ARIH2	18	2.71410173567975	0.00664557539483724	0.996900689927406
24	RNF4	30	2.71284399476492	0.00667085035117978	0.996900689927406
25	CARD11	21	2.68789678252936	0.00719036190078294	0.996900689927406
26	PRDM4	4	2.68649751753889	0.00722054847503152	0.996900689927406
27	ATAD2B	5	-2.67579580407954	0.00745520517949949	0.996900689927406
28	HS2ST1	8	2.64444994284125	0.00818238082594813	0.996900689927406
29	TRIM11	6	-2.63744010831214	0.00835343750198958	0.996900689927406
30	HS3ST6	5	2.63567110908953	0.00839710770163571	0.996900689927406
31	TRAF6	39	2.61668149055566	0.0088789148765065	0.996900689927406
32	GPR4	6	2.6025751860698	0.00925265245537778	0.996900689927406
33	HS6ST1	5	-2.59849307836316	0.00936339327258763	0.996900689927406
34	ABLIM1	13	2.59703919257746	0.00940311942848817	0.996900689927406
35	BFAR	9	2.59021454942894	0.00959161319190307	0.996900689927406
36	HPSE	5	-2.57445014080725	0.0100399555938773	0.996900689927406
37	DCHS2	4	2.55644147183751	0.0105748859193635	0.996900689927406
38	HK3	6	-2.55300742102339	0.010679722074383	0.996900689927406
39	GDF6	8	2.51932659549458	0.0117579539315824	0.996900689927406
40	MTA3	36	2.51575626831083	0.0118777291217614	0.996900689927406
41	PDZK1	7	-2.51434210553044	0.0119254689415057	0.996900689927406
42	HMOX1	26	-2.49839788664776	0.0124756079039643	0.996900689927406
43	PPP2R3C	5	2.49669574888487	0.0125356460107557	0.996900689927406
44	GDF5	6	2.47998961735896	0.0131386208412612	0.996900689927406
45	MAGI2	5	-2.47291539407665	0.0134015865863136	0.996900689927406
46	UBE2D1	17	-2.46896309307109	0.013550519329939	0.996900689927406
47	ATP6V1G3	28	2.45627402487476	0.0140386063306303	0.996900689927406
48	MLF2	7	-2.45588862177943	0.0140536706762198	0.996900689927406
