TF	size	nes	pval	pval.fdr
1	FOXP2	1616	2.17789963537364	0.0294135096721771	0.99309856639081
2	RELA	1125	2.0893025225364	0.0366804994696992	0.99309856639081
3	EED	751	1.89623096463584	0.0579295103586765	0.99309856639081
4	ZIC3	314	1.80009409719096	0.0718457815078424	0.99309856639081
5	CREM	5264	1.67493942886437	0.0939461165217794	0.99309856639081
6	MITF	4921	-1.65492155335786	0.097940411597625	0.99309856639081
7	CIITA	47	1.6449166332982	0.0999870042735998	0.99309856639081
8	KDM5A	1966	1.63995919395328	0.101013651714737	0.99309856639081
9	MYC	7910	-1.57061499415145	0.116272104987766	0.99309856639081
10	HOXA2	31	1.55310698704354	0.120397577161198	0.99309856639081
11	HOXC9	1791	1.48395174310448	0.137821723279483	0.99309856639081
12	RNF2	1723	1.47897094489441	0.139148080412758	0.99309856639081
13	CREB1	4107	1.45495165147459	0.145682646931611	0.99309856639081
14	SALL1	92	1.43108820491642	0.152404937303595	0.99309856639081
15	IRF1	452	1.38156510751426	0.16710527381715	0.99309856639081
16	HTT	413	1.36834547290515	0.171203963369753	0.99309856639081
17	RARG	351	1.31643469462111	0.188028183966328	0.99309856639081
18	SMAD3	2602	1.30963541678541	0.190319201185005	0.99309856639081
19	PADI4	935	-1.30635604283306	0.191431506906316	0.99309856639081
20	FOXM1	233	-1.30362187322823	0.192362539072492	0.99309856639081
21	ZNF652	100	1.29930976124966	0.193837645808398	0.99309856639081
22	ASXL1	663	1.2480712836355	0.212004953445049	0.99309856639081
23	SIN3A	1022	1.22625977973633	0.22010093164857	0.99309856639081
24	GATA1	3892	-1.19651574751359	0.231495357039483	0.99309856639081
25	CNOT3	1367	1.18101853305571	0.237595360998526	0.99309856639081
26	SRY	2939	-1.16508314836698	0.24398533741272	0.99309856639081
27	TET1	3138	-1.12891991212638	0.258931620059134	0.99309856639081
28	DNAJC2	819	1.11525772628593	0.264739995178586	0.99309856639081
29	AR	5709	1.10907155396323	0.267399315209138	0.99309856639081
30	CHD7	130	-1.09781591569962	0.272284880214259	0.99309856639081
31	GFI1B	1655	-1.07352254005215	0.283036731049857	0.99309856639081
32	SIN3B	3704	1.06539427933439	0.286697544455995	0.99309856639081
33	XRN2	1372	-1.06360293014852	0.287508614465619	0.99309856639081
34	E2F1	5554	-1.05433926096189	0.291727619816917	0.99309856639081
35	PHF8	1332	1.05312634254223	0.292283091091622	0.99309856639081
36	TFEB	708	-1.03890906100795	0.298847031917034	0.99309856639081
37	ESRRB	1311	1.03233536385417	0.301915039948719	0.99309856639081
38	CEBPD	443	-1.02840866709335	0.30375763327431	0.99309856639081
39	PRDM14	1684	1.01990281924463	0.307774552354198	0.99309856639081
40	PHC1	833	1.01566097663754	0.30979085695478	0.99309856639081
41	BMI1	1489	1.00693936209365	0.313963914861367	0.99309856639081
42	PBX1	1908	-0.989325889766807	0.322503721040456	0.99309856639081
43	FOXP3	1380	0.978153706495572	0.327998308650569	0.99309856639081
44	RCOR1	1609	-0.963567307476731	0.335262903998672	0.99309856639081
45	E2F4	3197	-0.961165820534726	0.336468799001914	0.99309856639081
46	NR3C1	1654	0.96004743179439	0.337031343591881	0.99309856639081
47	ZFX	2948	0.954835805662098	0.339660737196529	0.99309856639081
48	PRDM16	110	0.923177060780975	0.355914941094295	0.99309856639081
49	DCP1A	680	0.91899551248226	0.358097919417151	0.99309856639081
50	GBX2	207	0.910361080870985	0.362632115653809	0.99309856639081
51	REST	4376	0.908680072428457	0.363519026036521	0.99309856639081
52	FOXP1	3391	0.899452928819794	0.368411457506392	0.99309856639081
53	PAX6	802	0.897211112751584	0.369606276470316	0.99309856639081
54	STAT3	5585	0.887278419313505	0.374929021384976	0.99309856639081
55	SALL4	2638	0.886155568670728	0.37553370239927	0.99309856639081
56	EWSR1	1329	0.881370305235546	0.378117424546139	0.99309856639081
57	SMARCA4	3041	0.871292424258903	0.383594505875455	0.99309856639081
58	BCL3	797	-0.864470278445544	0.387329600700637	0.99309856639081
59	SMAD1	556	0.826227053587098	0.408675304415208	0.99309856639081
60	TFCP2L1	1817	0.813823510600574	0.415746064428471	0.99309856639081
61	SREBF2	897	0.806576720638039	0.419910390224896	0.99309856639081
62	CEBPA	488	-0.803850993558428	0.421483035470549	0.99309856639081
63	KDM5B	3328	0.803430702666928	0.421725835069817	0.99309856639081
64	YY1	2270	0.799179503617071	0.424186334909583	0.99309856639081
65	SOX11	913	0.791829453326859	0.428460126051726	0.99309856639081
66	TCF3	3302	0.791085031993899	0.428894373069485	0.99309856639081
67	STAT4	1472	-0.78699284622244	0.431286053926129	0.99309856639081
68	NOTCH1	335	0.786867035654064	0.431359706318932	0.99309856639081
69	SPI1	7478	0.783830718559488	0.433139446467491	0.99309856639081
70	NFIB	497	-0.777721057453308	0.436733475450958	0.99309856639081
71	PDX1	610	0.769132443083362	0.441814690211075	0.99309856639081
72	CEBPB	1624	-0.756437810194508	0.449386745702139	0.99309856639081
73	TBX5	1930	0.738465000819886	0.460231927758459	0.99309856639081
74	NR1I2	771	-0.732086748036736	0.464115621765326	0.99309856639081
75	CDKN2AIP	109	0.729207284251262	0.46587487610111	0.99309856639081
76	E2F7	44	-0.719944081043205	0.471559425694254	0.99309856639081
77	MYBL1	130	0.706360143908409	0.479964199906841	0.99309856639081
78	SOX17	1721	0.7022629292251	0.482515207260744	0.99309856639081
79	TFAP2C	3292	0.696347241863241	0.486211394447264	0.99309856639081
80	KLF5	95	-0.694341531888121	0.487468051111145	0.99309856639081
81	CRX	621	0.693176553632581	0.488198760270946	0.99309856639081
82	MTF2	2794	0.692699488321317	0.488498160277649	0.99309856639081
83	ELF1	998	0.691080325822362	0.489515063353222	0.99309856639081
84	MYCN	2495	0.690572316534399	0.489834349550117	0.99309856639081
85	AHR	612	0.689476138328105	0.490523684267785	0.99309856639081
86	FOXA2	2726	0.68607830990791	0.492663727790352	0.99309856639081
87	MEF2A	823	0.684865170480887	0.493429006204625	0.99309856639081
88	RUNX1	6447	0.673912233948413	0.500367113743347	0.99309856639081
89	ZNF217	1361	-0.661009162188625	0.508606437836179	0.99309856639081
90	CLOCK	399	0.647935907977425	0.517026404816739	0.99309856639081
91	TCF4	3696	0.646240637576396	0.518123525533764	0.99309856639081
92	MEIS1	1251	0.607790828012985	0.543326213252799	0.99309856639081
93	FLI1	6065	0.601809703473195	0.547300815270261	0.99309856639081
94	GATA3	722	0.587007353229748	0.557198768215743	0.99309856639081
95	STAT5A	1002	0.577129690193291	0.563851849021134	0.99309856639081
96	NR0B1	1503	0.572565089433538	0.566939202852391	0.99309856639081
97	SMAD4	4084	0.570171235184398	0.568561563732289	0.99309856639081
98	SMAD2	1697	0.549404894199828	0.582727616114027	0.99309856639081
99	TP63	5815	0.547533409913658	0.584012323775782	0.99309856639081
100	CTCF	1412	0.543657269059039	0.586677342554512	0.99309856639081
101	DMRT1	1863	0.537720011282959	0.590770361712095	0.99309856639081
102	LYL1	636	-0.534339326971679	0.593106788042675	0.99309856639081
103	HOXD13	172	0.532630674536468	0.594289263927238	0.99309856639081
104	TRIM28	3522	0.530352566441104	0.595867506822572	0.99309856639081
105	JARID2	1470	0.519217785544615	0.603608877694289	0.99309856639081
106	ZNF274	271	0.49937792075508	0.617513170617627	0.99309856639081
