TF	size	nes	pval	pval.fdr
1	RNF38	5	3.45766367451823	0.000544881146414164	0.997721700557707
2	GAA	7	-3.19014575525843	0.00142201055394134	0.997721700557707
3	FAM168A	4	3.04907567114819	0.00229546654417555	0.997721700557707
4	PTPRK	15	3.02976013147784	0.00244748034801229	0.997721700557707
5	DNAH6	18	2.98072065604109	0.00287570979954699	0.997721700557707
6	YRDC	18	-2.94467415402286	0.00323294943606128	0.997721700557707
7	TRIM23	13	2.93563303726386	0.00332867841679868	0.997721700557707
8	INF2	11	2.93049714679241	0.00338420101461661	0.997721700557707
9	ZNRF1	4	2.91608922791463	0.00354449116915048	0.997721700557707
10	PAPSS2	10	-2.89785220238429	0.0037572760482741	0.997721700557707
11	CP	22	-2.87701486315563	0.00401456685557252	0.997721700557707
12	SCAMP2	5	-2.86050681888763	0.00422964457073851	0.997721700557707
13	NFAT5	6	2.85920647926227	0.00424702248120191	0.997721700557707
14	IL12RB2	36	2.8393104771713	0.00452111431282357	0.997721700557707
15	NHLRC1	14	2.82077255928939	0.00479081560952801	0.997721700557707
16	DNAH1	27	2.8110211060322	0.00493845462659144	0.997721700557707
17	CGB8	4	2.77462163450656	0.00552659632972109	0.997721700557707
18	MAPK4	10	2.77323962760216	0.00555012349228468	0.997721700557707
19	SPACA4	5	2.7667418271919	0.00566195742995158	0.997721700557707
20	COL7A1	29	-2.720794057778	0.00651253201772772	0.997721700557707
21	PGLYRP1	5	-2.71819369084951	0.006563940070221	0.997721700557707
22	KCNJ8	9	-2.71757156523595	0.00657629317936393	0.997721700557707
23	TBKBP1	7	-2.69849869625538	0.00696530107425996	0.997721700557707
24	NUDT18	12	2.69185033246299	0.00710568253113433	0.997721700557707
25	COL21A1	5	-2.6881673484665	0.00718453802313423	0.997721700557707
26	DENND4B	5	-2.67431431134991	0.0074882232462512	0.997721700557707
27	KCND3	28	-2.66497555080487	0.00769939202251081	0.997721700557707
28	DFFA	7	2.6556161543933	0.00791636653619399	0.997721700557707
29	SPINK9	7	2.63711637367633	0.00836141412043624	0.997721700557707
